"SourceFiscalYear","AccountDSI","AccountTitle","Organization","BudgetActivity","BudgetActivityTitle","BudgetSubActivity","BudgetSubActivityTitle","Classified","FiscalYear","OriginType","ActualTotal","EnactedTotal","EnactedType","PBtotal","PBtype","SpecialTotal","SpecialType","IncludeInTOA","AddOrNonAdd"
2016,"3500F","Military Personnel, Air Force","AF","02","Pay and Allowances of Enlisted","060","Basic Pay","U",2016,"Total",,,,8870783,,,,"Y","Add"
2016,"3500F","Military Personnel, Air Force","AF","02","Pay and Allowances of Enlisted","065","Retired Pay Accrual","U",2016,"Total",,,,2757561,,,,"Y","Add"
2016,"3500F","Military Personnel, Air Force","AF","02","Pay and Allowances of Enlisted","080","Basic Allowance for Housing","U",2016,"Total",,,,3717716,,,,"Y","Add"
2016,"3500F","Military Personnel, Air Force","AF","02","Pay and Allowances of Enlisted","085","Incentive Pays","U",2016,"Total",,,,36123,,,,"Y","Add"
2016,"3500F","Military Personnel, Air Force","AF","02","Pay and Allowances of Enlisted","090","Special Pays","U",2016,"Total",,,,325837,,,,"Y","Add"
2016,"3500F","Military Personnel, Air Force","AF","02","Pay and Allowances of Enlisted","095","Allowances","U",2016,"Total",,,,630814,,,,"Y","Add"
2016,"3500F","Military Personnel, Air Force","AF","02","Pay and Allowances of Enlisted","100","Separation Pay","U",2016,"Total",,,,126959,,,,"Y","Add"
2016,"3500F","Military Personnel, Air Force","AF","02","Pay and Allowances of Enlisted","105","Social Security Tax","U",2016,"Total",,,,678615,,,,"Y","Add"
2016,"3500F","Military Personnel, Air Force","AF","03","Pay And Allowances Of Cadets","110","Academy Cadets","U",2016,"Total",,,,71242,,,,"Y","Add"
2016,"3500F","Military Personnel, Air Force","AF","04","Subsistence of Enlisted Personnel","115","Basic Allowance for Subsistence","U",2016,"Total",,,,1027750,,,,"Y","Add"
2016,"3500F","Military Personnel, Air Force","AF","04","Subsistence of Enlisted Personnel","120","Subsistence-In-Kind","U",2016,"Total",,,,218766,,,,"Y","Add"
2016,"3500F","Military Personnel, Air Force","AF","04","Subsistence of Enlisted Personnel","121","Family Subsistence Supplemental Allowance","U",2016,"Total",,,,3,,,,"Y","Add"
2016,"3500F","Military Personnel, Air Force","AF","05","Permanent Change of Station Travel","125","Accession Travel","U",2016,"Total",,,,94021,,,,"Y","Add"
2016,"3500F","Military Personnel, Air Force","AF","05","Permanent Change of Station Travel","130","Training Travel","U",2016,"Total",,,,71403,,,,"Y","Add"
2016,"3500F","Military Personnel, Air Force","AF","05","Permanent Change of Station Travel","135","Operational Travel","U",2016,"Total",,,,276627,,,,"Y","Add"
2016,"3500F","Military Personnel, Air Force","AF","05","Permanent Change of Station Travel","140","Rotational Travel","U",2016,"Total",,,,578894,,,,"Y","Add"
2016,"3500F","Military Personnel, Air Force","AF","05","Permanent Change of Station Travel","145","Separation Travel","U",2016,"Total",,,,145515,,,,"Y","Add"
2016,"3500F","Military Personnel, Air Force","AF","05","Permanent Change of Station Travel","150","Travel of Organized Units","U",2016,"Total",,,,8919,,,,"Y","Add"
2016,"3500F","Military Personnel, Air Force","AF","05","Permanent Change of Station Travel","155","Non-Temporary Storage","U",2016,"Total",,,,23607,,,,"Y","Add"
2016,"3500F","Military Personnel, Air Force","AF","05","Permanent Change of Station Travel","160","Temporary Lodging Expense","U",2016,"Total",,,,35560,,,,"Y","Add"
2016,"3500F","Military Personnel, Air Force","AF","06","Other Military Personnel Costs","170","Apprehension of Military Deserters","U",2016,"Total",,,,18,,,,"Y","Add"
2016,"3500F","Military Personnel, Air Force","AF","06","Other Military Personnel Costs","175","Interest on Uniformed Services Savings","U",2016,"Total",,,,2691,,,,"Y","Add"
2016,"3500F","Military Personnel, Air Force","AF","06","Other Military Personnel Costs","180","Death Gratuities","U",2016,"Total",,,,16100,,,,"Y","Add"
2016,"3500F","Military Personnel, Air Force","AF","06","Other Military Personnel Costs","185","Unemployment Benefits","U",2016,"Total",,,,77105,,,,"Y","Add"
2016,"3500F","Military Personnel, Air Force","AF","06","Other Military Personnel Costs","195","Education Benefits","U",2016,"Total",,,,185,,,,"Y","Add"
2016,"3500F","Military Personnel, Air Force","AF","06","Other Military Personnel Costs","200","Adoption Expenses","U",2016,"Total",,,,305,,,,"Y","Add"
2016,"3500F","Military Personnel, Air Force","AF","06","Other Military Personnel Costs","210","Transportation Subsidy","U",2016,"Total",,,,2262,,,,"Y","Add"
2016,"3500F","Military Personnel, Air Force","AF","06","Other Military Personnel Costs","215","Partial Dislocation Allowance","U",2016,"Total",,,,569,,,,"Y","Add"
2016,"3500F","Military Personnel, Air Force","AF","06","Other Military Personnel Costs","216","SGLI Extra Hazard Payments","U",2016,"Total",,,,10064,,,,"Y","Add"
2016,"3500F","Military Personnel, Air Force","AF","06","Other Military Personnel Costs","217","Reserve Officers Training Corps (ROTC)","U",2016,"Total",,,,25376,,,,"Y","Add"
2016,"3500F","Military Personnel, Air Force","AF","06","Other Military Personnel Costs","218","Junior ROTC","U",2016,"Total",,,,13338,,,,"Y","Add"
2016,"3500F","Military Personnel, Air Force","AF","","Less Reimbursables","","Less Reimbursables","U",2016,"Total",,,,-451006,,,,"N","Add"
2016,"1007F","MEDICARE - Retiree Health Care Contribution, AF","AF","01","Health Care Contribution - Officers","300","Air Force","U",2016,"Total",,,,232347,,,,"Y","Add"
2016,"1007F","MEDICARE - Retiree Health Care Contribution, AF","AF","02","Health Care Contribution - Enlisted","300","Air Force","U",2016,"Total",,,,938116,,,,"Y","Add"
2016,"3700F","Reserve Personnel, Air Force","AF","01","Reserve Component Training and Support","010","Pay Group A Training  (15 Days & Drills 24/48)","U",2016,"Total",,,,656936,,,,"Y","Add"
2016,"3700F","Reserve Personnel, Air Force","AF","01","Reserve Component Training and Support","020","Pay Group B Training  (Backfill For Active Duty)","U",2016,"Total",,,,109227,,,,"Y","Add"
2016,"3700F","Reserve Personnel, Air Force","AF","01","Reserve Component Training and Support","030","Pay Group F Training  (Recruits)","U",2016,"Total",,,,56152,,,,"Y","Add"
2016,"3700F","Reserve Personnel, Air Force","AF","01","Reserve Component Training and Support","040","Pay Group P Training  (Pipeline Recruits)","U",2016,"Total",,,,1830,,,,"Y","Add"
2016,"3700F","Reserve Personnel, Air Force","AF","01","Reserve Component Training and Support","060","Mobilization Training","U",2016,"Total",,,,576,,,,"Y","Add"
2016,"3700F","Reserve Personnel, Air Force","AF","01","Reserve Component Training and Support","070","School Training","U",2016,"Total",,,,141835,,,,"Y","Add"
2016,"3700F","Reserve Personnel, Air Force","AF","01","Reserve Component Training and Support","080","Special Training","U",2016,"Total",,,,227150,,,,"Y","Add"
2016,"3700F","Reserve Personnel, Air Force","AF","01","Reserve Component Training and Support","090","Administration and Support","U",2016,"Total",,,,444057,,,,"Y","Add"
2016,"3700F","Reserve Personnel, Air Force","AF","01","Reserve Component Training and Support","100","Education Benefits","U",2016,"Total",,,,13248,,,,"Y","Add"
2016,"3700F","Reserve Personnel, Air Force","AF","01","Reserve Component Training and Support","120","Health Profession Scholarship","U",2016,"Total",,,,58952,,,,"Y","Add"
2016,"3700F","Reserve Personnel, Air Force","AF","01","Reserve Component Training and Support","130","Other Programs (Admin & Support)","U",2016,"Total",,,,5030,,,,"Y","Add"
2016,"1008F","MEDICARE - Retiree Health Care Contribution, AF RES","AF","01","Health Care Contribution - Reserve Component","300","Reserve Personnel, Air Force","U",2016,"Total",,,,109256,,,,"Y","Add"
2016,"3850F","National Guard Personnel, Air Force","AF","01","Reserve Component Training and Support","010","Pay Group A Training  (15 Days & Drills 24/48)","U",2016,"Total",,,,925442,,,,"Y","Add"
2016,"3850F","National Guard Personnel, Air Force","AF","01","Reserve Component Training and Support","030","Pay Group F Training  (Recruits)","U",2016,"Total",,,,105653,,,,"Y","Add"
2016,"3850F","National Guard Personnel, Air Force","AF","01","Reserve Component Training and Support","040","Pay Group P Training  (Pipeline Recruits)","U",2016,"Total",,,,8596,,,,"Y","Add"
2016,"3850F","National Guard Personnel, Air Force","AF","01","Reserve Component Training and Support","070","School Training","U",2016,"Total",,,,290988,,,,"Y","Add"
2016,"3850F","National Guard Personnel, Air Force","AF","01","Reserve Component Training and Support","080","Special Training","U",2016,"Total",,,,185339,,,,"Y","Add"
2016,"3850F","National Guard Personnel, Air Force","AF","01","Reserve Component Training and Support","090","Administration and Support","U",2016,"Total",,,,1694558,,,,"Y","Add"
2016,"3850F","National Guard Personnel, Air Force","AF","01","Reserve Component Training and Support","100","Education Benefits","U",2016,"Total",,,,14803,,,,"Y","Add"
2016,"1009F","MEDICARE - Retiree Health Care Contribution, AF GUARD","AF","01","Health Care Contribution - Reserve Component","300","National Guard Personnel, Air Force","U",2016,"Total",,,,190110,,,,"Y","Add"
2017,"2010A","Military Personnel, Army","ARMY","01","Pay and Allowances of Officers","005","Basic Pay","U",2015,"Total",7358054,,,,,,,"Y","Add"
2017,"2010A","Military Personnel, Army","ARMY","01","Pay and Allowances of Officers","010","Retired Pay Accrual","U",2015,"Total",2325023,,,,,,,"Y","Add"
2017,"2010A","Military Personnel, Army","ARMY","01","Pay and Allowances of Officers","025","Basic Allowance for Housing","U",2015,"Total",2327937,,,,,,,"Y","Add"
2017,"2010A","Military Personnel, Army","ARMY","01","Pay and Allowances of Officers","030","Basic Allowance for Subsistence","U",2015,"Total",302358,,,,,,,"Y","Add"
2017,"2010A","Military Personnel, Army","ARMY","01","Pay and Allowances of Officers","035","Incentive Pays","U",2015,"Total",86092,,,,,,,"Y","Add"
2017,"2010A","Military Personnel, Army","ARMY","01","Pay and Allowances of Officers","040","Special Pays","U",2015,"Total",382835,,,,,,,"Y","Add"
2017,"2010A","Military Personnel, Army","ARMY","01","Pay and Allowances of Officers","045","Allowances","U",2015,"Total",211258,,,,,,,"Y","Add"
2017,"2010A","Military Personnel, Army","ARMY","01","Pay and Allowances of Officers","050","Separation Pay","U",2015,"Total",201573,,,,,,,"Y","Add"
2017,"2010A","Military Personnel, Army","ARMY","01","Pay and Allowances of Officers","055","Social Security Tax","U",2015,"Total",557102,,,,,,,"Y","Add"
2017,"2010A","Military Personnel, Army","ARMY","02","Pay and Allowances of Enlisted","060","Basic Pay","U",2015,"Total",13468680,,,,,,,"Y","Add"
2017,"2010A","Military Personnel, Army","ARMY","02","Pay and Allowances of Enlisted","065","Retired Pay Accrual","U",2015,"Total",4268144,,,,,,,"Y","Add"
2017,"2010A","Military Personnel, Army","ARMY","02","Pay and Allowances of Enlisted","080","Basic Allowance for Housing","U",2015,"Total",5045006,,,,,,,"Y","Add"
2017,"2010A","Military Personnel, Army","ARMY","02","Pay and Allowances of Enlisted","085","Incentive Pays","U",2015,"Total",96491,,,,,,,"Y","Add"
2017,"2010A","Military Personnel, Army","ARMY","02","Pay and Allowances of Enlisted","090","Special Pays","U",2015,"Total",481352,,,,,,,"Y","Add"
2017,"2010A","Military Personnel, Army","ARMY","02","Pay and Allowances of Enlisted","095","Allowances","U",2015,"Total",768230,,,,,,,"Y","Add"
2017,"2010A","Military Personnel, Army","ARMY","02","Pay and Allowances of Enlisted","100","Separation Pay","U",2015,"Total",569061,,,,,,,"Y","Add"
2017,"2010A","Military Personnel, Army","ARMY","02","Pay and Allowances of Enlisted","105","Social Security Tax","U",2015,"Total",1030178,,,,,,,"Y","Add"
2017,"2010A","Military Personnel, Army","ARMY","03","Pay And Allowances Of Cadets","110","Academy Cadets","U",2015,"Total",79236,,,,,,,"Y","Add"
2017,"2010A","Military Personnel, Army","ARMY","04","Subsistence of Enlisted Personnel","115","Basic Allowance for Subsistence","U",2015,"Total",1378310,,,,,,,"Y","Add"
2017,"2010A","Military Personnel, Army","ARMY","04","Subsistence of Enlisted Personnel","120","Subsistence-In-Kind","U",2015,"Total",809961,,,,,,,"Y","Add"
2017,"2010A","Military Personnel, Army","ARMY","04","Subsistence of Enlisted Personnel","121","Family Subsistence Supplemental Allowance","U",2015,"Total",841,,,,,,,"Y","Add"
2017,"2010A","Military Personnel, Army","ARMY","05","Permanent Change of Station Travel","125","Accession Travel","U",2015,"Total",144781,,,,,,,"Y","Add"
2017,"2010A","Military Personnel, Army","ARMY","05","Permanent Change of Station Travel","130","Training Travel","U",2015,"Total",147082,,,,,,,"Y","Add"
2017,"2010A","Military Personnel, Army","ARMY","05","Permanent Change of Station Travel","135","Operational Travel","U",2015,"Total",446983,,,,,,,"Y","Add"
2017,"2010A","Military Personnel, Army","ARMY","05","Permanent Change of Station Travel","140","Rotational Travel","U",2015,"Total",780205,,,,,,,"Y","Add"
2017,"2010A","Military Personnel, Army","ARMY","05","Permanent Change of Station Travel","145","Separation Travel","U",2015,"Total",300933,,,,,,,"Y","Add"
2017,"2010A","Military Personnel, Army","ARMY","05","Permanent Change of Station Travel","150","Travel of Organized Units","U",2015,"Total",4156,,,,,,,"Y","Add"
2017,"2010A","Military Personnel, Army","ARMY","05","Permanent Change of Station Travel","155","Non-Temporary Storage","U",2015,"Total",14853,,,,,,,"Y","Add"
2017,"2010A","Military Personnel, Army","ARMY","05","Permanent Change of Station Travel","160","Temporary Lodging Expense","U",2015,"Total",50235,,,,,,,"Y","Add"
2017,"2010A","Military Personnel, Army","ARMY","06","Other Military Personnel Costs","170","Apprehension of Military Deserters","U",2015,"Total",600,,,,,,,"Y","Add"
2017,"2010A","Military Personnel, Army","ARMY","06","Other Military Personnel Costs","175","Interest on Uniformed Services Savings","U",2015,"Total",2906,,,,,,,"Y","Add"
2017,"2010A","Military Personnel, Army","ARMY","06","Other Military Personnel Costs","180","Death Gratuities","U",2015,"Total",44492,,,,,,,"Y","Add"
2017,"2010A","Military Personnel, Army","ARMY","06","Other Military Personnel Costs","185","Unemployment Benefits","U",2015,"Total",277941,,,,,,,"Y","Add"
2017,"2010A","Military Personnel, Army","ARMY","06","Other Military Personnel Costs","195","Education Benefits","U",2015,"Total",268,,,,,,,"Y","Add"
2017,"2010A","Military Personnel, Army","ARMY","06","Other Military Personnel Costs","200","Adoption Expenses","U",2015,"Total",617,,,,,,,"Y","Add"
2017,"2010A","Military Personnel, Army","ARMY","06","Other Military Personnel Costs","210","Transportation Subsidy","U",2015,"Total",6043,,,,,,,"Y","Add"
2017,"2010A","Military Personnel, Army","ARMY","06","Other Military Personnel Costs","215","Partial Dislocation Allowance","U",2015,"Total",293,,,,,,,"Y","Add"
2017,"2010A","Military Personnel, Army","ARMY","06","Other Military Personnel Costs","216","SGLI Extra Hazard Payments","U",2015,"Total",9706,,,,,,,"Y","Add"
2017,"2010A","Military Personnel, Army","ARMY","06","Other Military Personnel Costs","217","Reserve Officers Training Corps (ROTC)","U",2015,"Total",110219,,,,,,,"Y","Add"
2017,"2010A","Military Personnel, Army","ARMY","06","Other Military Personnel Costs","218","Junior ROTC","U",2015,"Total",52723,,,,,,,"Y","Add"
2017,"2010A","Military Personnel, Army","ARMY","06","Other Military Personnel Costs","219","Traumatic Injury Protection Coverage (T-SGLI)","U",2015,"Total",3670,,,,,,,"Y","Add"
2017,"2010A","Military Personnel, Army","ARMY","","Less Reimbursables","","Less Reimbursables","U",2015,"Total",-286302,,,,,,,"N","Add"
2017,"1004A","MEDICARE - Retiree Health Care Contribution, A","ARMY","01","Health Care Contribution - Officers","300","Military Personnel, Army","U",2015,"Total",390936,,,,,,,"Y","Add"
2017,"1004A","MEDICARE - Retiree Health Care Contribution, A","ARMY","02","Health Care Contribution - Enlisted","300","Military Personnel, Army","U",2015,"Total",1655931,,,,,,,"Y","Add"
2017,"2070A","Reserve Personnel, Army","ARMY","01","Reserve Component Training and Support","010","Pay Group A Training  (15 Days & Drills 24/48)","U",2015,"Total",1489564,,,,,,,"Y","Add"
2017,"2070A","Reserve Personnel, Army","ARMY","01","Reserve Component Training and Support","020","Pay Group B Training  (Backfill For Active Duty)","U",2015,"Total",39990,,,,,,,"Y","Add"
2017,"2070A","Reserve Personnel, Army","ARMY","01","Reserve Component Training and Support","030","Pay Group F Training  (Recruits)","U",2015,"Total",199875,,,,,,,"Y","Add"
2017,"2070A","Reserve Personnel, Army","ARMY","01","Reserve Component Training and Support","040","Pay Group P Training  (Pipeline Recruits)","U",2015,"Total",11926,,,,,,,"Y","Add"
2017,"2070A","Reserve Personnel, Army","ARMY","01","Reserve Component Training and Support","060","Mobilization Training","U",2015,"Total",1809,,,,,,,"Y","Add"
2017,"2070A","Reserve Personnel, Army","ARMY","01","Reserve Component Training and Support","070","School Training","U",2015,"Total",169289,,,,,,,"Y","Add"
