"","Fiscal.Year","SimpleArea","ProductOrServiceArea","Customer","ContractingSubCustomer","ContractingOfficeID","PlaceCountryText","CrisisFundingTheater","VendorPlaceType","Vendor.Size","UnmodifiedUltimateDurationCategory","OMBagencyName","OMBbureauName","treasuryagencycode","mainaccountcode","isUndefinitizedAction","OCOcrisisScore","CompetitionClassification","IsUrgency","ClassifyNumberOfOffers","IsOMBocoList","PSCOCOcrisisScore","OfficeOCOcrisisScore","MajorCommandID","IsMultipleYearProcRnD","isforeign","ContractCrisisFunding","nationalinterestactioncode","CrisisFunding","localareasetaside","ContingencyHumanitarianPeacekeepingOperation","ConHumIsOCOcrisisFunding","CCRexception","IsOCOcrisisFunding","IsARRAcrisisFunding","DecisionTree","DecisionTreeStep4","pscOCOcrisisPoint","FundingAccountOCOpoint","OfficeOCOcrisisPoint","PercentFundingAccountOCO","OfficeOCOcrisisPercentSqrt","pscOCOcrisisPercentSqrt","Action.Obligation.Then.Year","numberOfActions","CrisisFundingLegacy","Theater","International","contingencyhumanitarianpeacekeepingoperationText","CHPKisCrisisFunding","ProductServiceOrRnDarea.sum","Is.Defense","nationalinterestactioncodeText","IsHurricane","NIAcrisisFunding","SubCustomer","SAMexceptionText","SAMexception.sum","SAMcrisisFunding","SubCustomer.detail","No.Competition.Offer","Dur.Simple","Obligation.2017","NoCompOffr","dFYear","NIAlist","CrisisFunding1A","CrisisFunding1B","CrisisFunding1C","CrisisFunding2","CrisisFunding3","CrisisFunding4A","CrisisFunding4B","MultipleYearProcRnD"
"7766253",2006,"Services","ERS","Other Agencies",NA,"HDEC04","UNITED STATES","Domestic","Domestic US","Small",">2-7 Months",NA,NA,NA,NA,0,-1,"Competition with single offer",NA,"One Offer",0,0,0,NA,0,0,"Unlabeled","W081","Disaster","","",NA,"Unlabeled",NA,0,NA,NA,0,0,0,NA,0.02,0.06,52760,4,"Disaster","Domestic","Domestic","Unlabeled",NA,"Services (Non-R&D)","FALSE","California Wildfires 2008",0,"Disaster",NA,"Unlabeled","No Exception",NA,NA,"1 Offer","<~1 year",63112.8993269384,"1 Offer",2006-01-01,"California Wildfires 2008","Unlabeled","Unlabeled",NA,NA,NA,NA,NA,"Remainder"
"7769617",2005,"Services","ERS","Defense","Navy","N00244","UNITED STATES","Domestic","Domestic US","Small",NA,NA,NA,NA,NA,NA,-1,"Limited Competition with multiple offers",NA,"5-9 Offers",0,0,0,"ORG-2937",0,0,"Unlabeled","W081","Disaster","","",NA,"Unlabeled",NA,0,NA,NA,0,0,0,NA,0.08,0.04,729532,40,"Disaster","Domestic","Domestic","Unlabeled",NA,"Services (Non-R&D)","TRUE","California Wildfires 2008",0,"Disaster","Navy","Unlabeled","No Exception",NA,"Navy","5+ Offers","Unlabeled",899495.477054262,"5+ Offers",2005-01-01,"California Wildfires 2008","Unlabeled","Unlabeled",NA,NA,NA,NA,NA,"Remainder"
"7772070",2004,"Services","PAMS","Defense","Air Force","GR16","UNITED STATES","Domestic","Domestic US","Small",NA,NA,NA,NA,NA,0,-1,"Limited Competition with multiple offers",NA,"Two Offers",0,0,0,"ORG-2825",0,0,"Unlabeled","W081","Disaster","","",NA,"Unlabeled",NA,0,NA,NA,0,0,0,NA,0,0.01,750000,2,"Disaster","Domestic","Domestic","Unlabeled",NA,"Services (Non-R&D)","TRUE","California Wildfires 2008",0,"Disaster","Air Force","Unlabeled","No Exception",NA,"Air Force","2-4 Offers","Unlabeled",954491.135322663,"2-4 Offers",2004-01-01,"California Wildfires 2008","Unlabeled","Unlabeled",NA,NA,NA,NA,NA,"Remainder"
"7773396",2005,"R&D","R&D","Defense","Air Force","FA9453","UNITED STATES","Domestic","Domestic US","Small",">1-2 Years",NA,NA,NA,NA,NA,-2,"Competition with single offer",NA,"One Offer",0,0,-1,"ORG-2825",0,0,"Unlabeled","W081","Disaster","","",NA,"Unlabeled",NA,0,"Excluded","Excluded",0,0,0,NA,0,0.13,929922,4,"Disaster","Domestic","Domestic","Unlabeled",NA,"R&D","TRUE","California Wildfires 2008",0,"Disaster","Air Force","Unlabeled","No Exception",NA,"Air Force","1 Offer","(~1 year,~2 years]",1146571.54588593,"1 Offer",2005-01-01,"California Wildfires 2008","Unlabeled","Unlabeled",NA,NA,NA,NA,NA,"Remainder"
"7773507",2003,"Products","Electronics & Communications","Defense","Other DoD","ZT02","UNITED STATES","Domestic","Domestic US","Small",NA,NA,NA,NA,NA,0,-1,"Full Competition (Multiple Offers)",NA,"3-4 Offers",0,0,0,NA,0,0,"Unlabeled","W081","Disaster","","",NA,"Unlabeled",NA,0,NA,NA,0,0,0,NA,0,0.07,15458,1,"Disaster","Domestic","Domestic","Unlabeled",NA,"Products (All)","TRUE","California Wildfires 2008",0,"Disaster","Other DoD","Unlabeled","No Exception",NA,"Other DoD","2-4 Offers","Unlabeled",20213.6496462728,"2-4 Offers",2003-01-01,"California Wildfires 2008","Unlabeled","Unlabeled",NA,NA,NA,NA,NA,"Remainder"
"7777104",2008,"Products","Other","Defense","Army","W91QVN","SOUTH KOREA","Rest of World","Host Nation Vendor","Medium <1B","<=2 Months",NA,NA,NA,NA,NA,0,"Full Competition (Multiple Offers)",NA,"5-9 Offers",0,0,0,"ORG-2876",0,1,"Unlabeled","W081","Disaster","N","",NA,"Unlabeled",NA,0,"Disaster","Disaster",0,0,0,NA,0.11,0.06,8488,1,"Disaster","Rest of World","International","Unlabeled",NA,"Products (All)","TRUE","California Wildfires 2008",0,"Disaster","Army","Unlabeled","No Exception",NA,"Army","5+ Offers","<~1 year",9700.14380188913,"5+ Offers",2008-01-01,"California Wildfires 2008","Unlabeled","Unlabeled",NA,NA,NA,NA,NA,"Remainder"
"7777900",2006,"Services","ERS","Defense","Navy","N00244","UNITED STATES","Domestic","Domestic US","Small",NA,NA,NA,NA,NA,0,-1,"No Competition (Other Exception)",0,"No competition",0,0,0,"ORG-2937",0,0,"Unlabeled","W081","Disaster","","",NA,"Unlabeled",NA,0,NA,NA,0,0,0,NA,0.08,0.06,737250,2,"Disaster","Domestic","Domestic","Unlabeled",NA,"Services (Non-R&D)","TRUE","California Wildfires 2008",0,"Disaster","Navy","Unlabeled","No Exception",NA,"Navy","No Comp. (Other)","Unlabeled",881917.836027015,"Other No",2006-01-01,"California Wildfires 2008","Unlabeled","Unlabeled",NA,NA,NA,NA,NA,"Remainder"
"7779252",2005,"Services","PAMS","Defense","Navy","N44930","UNITED STATES","Domestic","Domestic US","Small",NA,NA,NA,NA,NA,0,-1,"Competition with single offer",0,"One Offer",0,0,0,NA,0,0,"Unlabeled","W081","Disaster","","",NA,"Unlabeled",NA,0,NA,NA,0,0,0,NA,0,0.07,36642,1,"Disaster","Domestic","Domestic","Unlabeled",NA,"Services (Non-R&D)","TRUE","California Wildfires 2008",0,"Disaster","Navy","Unlabeled","No Exception",NA,"Navy","1 Offer","Unlabeled",45178.7080898744,"1 Offer",2005-01-01,"California Wildfires 2008","Unlabeled","Unlabeled",NA,NA,NA,NA,NA,"Remainder"
"7779433",2002,"Services","FRS&C","Defense","Navy","C8711","UNITED STATES","Domestic","Domestic US","Medium <1B",NA,NA,NA,NA,NA,0,-1,"Unlabeled: Competition; Zero Offers",NA,"Unlabeled: Competition; Zero Offers",0,0,0,"ORG-2940",0,0,"Unlabeled","W081","Disaster","","",NA,"Unlabeled",NA,0,NA,NA,0,0,0,NA,0,0.08,1008308,3,"Disaster","Domestic","Domestic","Unlabeled",NA,"Services (Non-R&D)","TRUE","California Wildfires 2008",0,"Disaster","Navy","Unlabeled","No Exception",NA,"Navy","Unlabeled","Unlabeled",1344809.85285107,"Unlabeled",2002-01-01,"California Wildfires 2008","Unlabeled","Unlabeled",NA,NA,NA,NA,NA,"Remainder"
"7782374",2004,"Services","ERS","Other Agencies",NA,"HDEC08","UNITED STATES","Domestic","Domestic US","Medium <1B",">2-4 Years",NA,NA,NA,NA,0,-1,"Competition with single offer",NA,"One Offer",0,0,0,NA,0,0,"Unlabeled","W081","Disaster","","",NA,"Unlabeled",NA,0,NA,NA,0,0,0,NA,0.04,0.06,0,1,"Disaster","Domestic","Domestic","Unlabeled",NA,"Services (Non-R&D)","FALSE","California Wildfires 2008",0,"Disaster",NA,"Unlabeled","No Exception",NA,NA,"1 Offer","(~2 years+]",0,"1 Offer",2004-01-01,"California Wildfires 2008","Unlabeled","Unlabeled",NA,NA,NA,NA,NA,"Remainder"
"7783834",2002,"Services","ERS","Defense","Navy","BS792","UNITED STATES","Domestic","Domestic US","Small",NA,NA,NA,NA,NA,0,-1,"No Competition (Unlabeled Exception)",NA,"No competition",0,0,0,"ORG-2941",0,0,"Unlabeled","W081","Disaster","","",NA,"Unlabeled",NA,0,NA,NA,0,0,0,NA,0,0.15,54438,1,"Disaster","Domestic","Domestic","Unlabeled",NA,"Services (Non-R&D)","TRUE","California Wildfires 2008",0,"Disaster","Navy","Unlabeled","No Exception",NA,"Navy","No Comp. (Unlabeled)","Unlabeled",72605.55184478,"Unlabeled",2002-01-01,"California Wildfires 2008","Unlabeled","Unlabeled",NA,NA,NA,NA,NA,"Remainder"
"7789086",2003,"Services","ERS","Defense","Army","BK17","UNITED STATES","Domestic","Domestic US","Small",NA,NA,NA,NA,NA,0,-1,"Full Competition (Multiple Offers)",NA,"3-4 Offers",0,0,0,"ORG-2876",0,0,"Unlabeled","W081","Disaster","","",NA,"Unlabeled",NA,0,NA,NA,0,0,0,NA,0,0,8561,2,"Disaster","Domestic","Domestic","Unlabeled",NA,"Services (Non-R&D)","TRUE","California Wildfires 2008",0,"Disaster","Army","Unlabeled","No Exception",NA,"Army","2-4 Offers","Unlabeled",11194.7894049516,"2-4 Offers",2003-01-01,"California Wildfires 2008","Unlabeled","Unlabeled",NA,NA,NA,NA,NA,"Remainder"
"7795537",2002,"Services","ERS","Defense","Army","AD16","UNITED STATES","Domestic","Domestic US","Medium <1B",NA,NA,NA,NA,NA,0,-2,"No Competition (Unlabeled Exception)",NA,"No competition",0,0,-1,"ORG-2877",0,0,"Unlabeled","W081","Disaster","","",NA,"Unlabeled",NA,0,"Excluded","Excluded",0,0,0,NA,0,0.01,34000,1,"Disaster","Domestic","Domestic","Unlabeled",NA,"Services (Non-R&D)","TRUE","California Wildfires 2008",0,"Disaster","Army","Unlabeled","No Exception",NA,"Army","No Comp. (Unlabeled)","Unlabeled",45346.7938337654,"Unlabeled",2002-01-01,"California Wildfires 2008","Unlabeled","Unlabeled",NA,NA,NA,NA,NA,"Remainder"
"7796885",2002,"Products","Other","Defense","Army","PC50","UNITED STATES","Domestic","Domestic US","Small",NA,NA,NA,NA,NA,0,-1,"Full Competition (Multiple Offers)",NA,"3-4 Offers",0,0,0,"ORG-2848",0,0,"Unlabeled","W081","Disaster","","",NA,"Unlabeled",NA,0,NA,NA,0,0,0,NA,0,0.06,33170,1,"Disaster","Domestic","Domestic","Unlabeled",NA,"Products (All)","TRUE","California Wildfires 2008",0,"Disaster","Army","Unlabeled","No Exception",NA,"Army","2-4 Offers","Unlabeled",44239.7985725293,"2-4 Offers",2002-01-01,"California Wildfires 2008","Unlabeled","Unlabeled",NA,NA,NA,NA,NA,"Remainder"
"7799627",2004,"Services","PAMS","Defense","Air Force","GX01","UNITED STATES","Domestic","Domestic US","Small",NA,NA,NA,NA,NA,0,-1,"Limited Competition with multiple offers",NA,"25-99 Offers",0,0,0,NA,0,0,"Unlabeled","W081","Disaster","","",NA,"Unlabeled",NA,0,NA,NA,0,0,0,NA,0,0,399649,4,"Disaster","Domestic","Domestic","Unlabeled",NA,"Services (Non-R&D)","TRUE","California Wildfires 2008",0,"Disaster","Air Force","Unlabeled","No Exception",NA,"Air Force","5+ Offers","Unlabeled",508615.236987422,"5+ Offers",2004-01-01,"California Wildfires 2008","Unlabeled","Unlabeled",NA,NA,NA,NA,NA,"Remainder"
"7801973",2004,"Products","Engines & Power Plants","Defense","Navy","G1980","UNITED STATES","Domestic","Domestic US","Medium <1B",NA,NA,NA,NA,NA,0,-1,"Unlabeled: Competition; Zero Offers",NA,"Unlabeled: Competition; Zero Offers",0,0,0,"ORG-2939",0,0,"Unlabeled","W081","Disaster","","",NA,"Unlabeled",NA,0,NA,NA,0,0,0,NA,0,0.07,1081278,13,"Disaster","Domestic","Domestic","Unlabeled",NA,"Products (All)","TRUE","California Wildfires 2008",0,"Disaster","Navy","Unlabeled","No Exception",NA,"Navy","Unlabeled","Unlabeled",1376093.68775922,"Unlabeled",2004-01-01,"California Wildfires 2008","Unlabeled","Unlabeled",NA,NA,NA,NA,NA,"Remainder"
"7802050",2003,"Products","Aircraft","Defense","Air Force","GJ30","UNITED STATES","Domestic","Domestic US","Large",NA,NA,NA,NA,NA,0,-1,"No Competition (Unlabeled Exception)",NA,"No competition",0,0,0,"ORG-2825",0,0,"Unlabeled","W081","Disaster","","",NA,"Unlabeled",NA,0,NA,NA,0,0,0,NA,0,0.04,71634,1,"Disaster","Domestic","Domestic","Unlabeled",NA,"Products (All)","TRUE","California Wildfires 2008",0,"Disaster","Air Force","Unlabeled","No Exception",NA,"Air Force","No Comp. (Unlabeled)","Unlabeled",93672.1813146014,"Unlabeled",2003-01-01,"California Wildfires 2008","Unlabeled","Unlabeled",NA,NA,NA,NA,NA,"Remainder"
"7803886",2003,"Products","Engines & Power Plants","Defense","Navy","JA110","UNITED STATES","Domestic","Domestic US","Medium <1B",NA,NA,NA,NA,NA,0,-1,"No Competition (Unlabeled Exception)",NA,"No competition",0,0,0,"ORG-2937",0,0,"Unlabeled","W081","Disaster","","",NA,"Unlabeled",NA,0,NA,NA,0,0,0,NA,0,0.01,284000,4,"Disaster","Domestic","Domestic","Unlabeled",NA,"Products (All)","TRUE","California Wildfires 2008",0,"Disaster","Navy","Unlabeled","No Exception",NA,"Navy","No Comp. (Unlabeled)","Unlabeled",371372.52552345,"Unlabeled",2003-01-01,"California Wildfires 2008","Unlabeled","Unlabeled",NA,NA,NA,NA,NA,"Remainder"
"7804369",2006,"Services","ERS","Defense","Navy","N55236","UNITED STATES","Domestic","Domestic US","Large",NA,NA,NA,NA,NA,0,-1,"Full Competition (Multiple Offers)",NA,"Two Offers",0,0,0,"ORG-2941",0,0,"Unlabeled","W081","Disaster","","",NA,"Unlabeled",NA,0,NA,NA,0,0,0,NA,0.04,0.03,1091524,39,"Disaster","Domestic","Domestic","Unlabeled",NA,"Services (Non-R&D)","TRUE","California Wildfires 2008",0,"Disaster","Navy","Unlabeled","No Exception",NA,"Navy","2-4 Offers","Unlabeled",1305709.71048023,"2-4 Offers",2006-01-01,"California Wildfires 2008","Unlabeled","Unlabeled",NA,NA,NA,NA,NA,"Remainder"
"7806017",2002,"Services","PAMS","Defense","Navy","JA115","UNITED STATES","Domestic","Domestic US","Large",NA,NA,NA,NA,NA,0,-2,"Unlabeled: Competition; Zero Offers",NA,"Unlabeled: Competition; Zero Offers",0,0,-1,"ORG-2937",0,0,"Unlabeled","W081","Disaster","","",NA,"Unlabeled",NA,0,"Excluded","Excluded",0,0,0,NA,0,0.07,236484,3,"Disaster","Domestic","Domestic","Unlabeled",NA,"Services (Non-R&D)","TRUE","California Wildfires 2008",0,"Disaster","Navy","Unlabeled","No Exception",NA,"Navy","Unlabeled","Unlabeled",315405.623323064,"Unlabeled",2002-01-01,"California Wildfires 2008","Unlabeled","Unlabeled",NA,NA,NA,NA,NA,"Remainder"
"7806777",2004,"Services","PAMS","Defense","Navy","WA50K","UNITED STATES","Domestic","Domestic US","Small",NA,NA,NA,NA,NA,0,-1,"No Competition (Unlabeled Exception)",NA,"No competition",0,0,0,"ORG-2937",0,0,"Unlabeled","W081","Disaster","","",NA,"Unlabeled",NA,0,NA,NA,0,0,0,NA,0,0.07,60000,1,"Disaster","Domestic","Domestic","Unlabeled",NA,"Services (Non-R&D)","TRUE","California Wildfires 2008",0,"Disaster","Navy","Unlabeled","No Exception",NA,"Navy","No Comp. (Unlabeled)","Unlabeled",76359.290825813,"Unlabeled",2004-01-01,"California Wildfires 2008","Unlabeled","Unlabeled",NA,NA,NA,NA,NA,"Remainder"
"7808631",2000,"Products","Electronics & Communications","Defense","Air Force","GZ02","UNITED STATES","Domestic","Domestic US","Small",NA,NA,NA,NA,NA,0,-1,"Unlabeled: Competition; Zero Offers",NA,"Unlabeled: Competition; Zero Offers",0,0,0,"ORG-2834",0,0,"Unlabeled","W081","Disaster","","",NA,"Unlabeled",NA,0,NA,NA,0,0,0,NA,0,0.06,32080,1,"Disaster","Domestic","Domestic","Unlabeled",NA,"Products (All)","TRUE","California Wildfires 2008",0,"Disaster","Air Force","Unlabeled","No Exception",NA,"Air Force","Unlabeled","Unlabeled",44432.9566353069,"Unlabeled",2000-01-01,"California Wildfires 2008","Unlabeled","Unlabeled",NA,NA,NA,NA,NA,"Remainder"
"7811519",2008,"Services","ERS","Defense","Air Force","FA2550","UNITED STATES","Domestic","Domestic US","Large",NA,NA,NA,NA,NA,0,-1,"No Competition (Unlabeled Exception)",NA,"No competition",0,0,0,"ORG-2834",0,0,"Unlabeled","W081","Disaster","","",NA,"Unlabeled",NA,0,"Disaster","Disaster",0,0,0,NA,0.02,0.06,74767,3,"Disaster","Domestic","Domestic","Unlabeled",NA,"Services (Non-R&D)","TRUE","California Wildfires 2008",0,"Disaster","Air Force","Unlabeled","No Exception",NA,"Air Force","No Comp. (Unlabeled)","Unlabeled",85444.2332275971,"Unlabeled",2008-01-01,"California Wildfires 2008","Unlabeled","Unlabeled",NA,NA,NA,NA,NA,"Remainder"
"7812771",2006,"Services","PAMS","Defense","Navy","N68936","UNITED STATES","Domestic","Domestic US","Small",NA,NA,NA,NA,NA,0,0,"No Competition (Unlabeled Exception)",NA,"No competition",0,1,0,"ORG-2936",0,0,"Unlabeled","W081","Disaster","","",NA,"Unlabeled",NA,0,NA,NA,1,0,0,NA,0.02,0.2,-4320,1,"Disaster","Domestic","Domestic","Unlabeled",NA,"Services (Non-R&D)","TRUE","California Wildfires 2008",0,"Disaster","Navy","Unlabeled","No Exception",NA,"Navy","No Comp. (Unlabeled)","Unlabeled",-5167.69759462422,"Unlabeled",2006-01-01,"California Wildfires 2008","Unlabeled","Unlabeled",NA,NA,NA,NA,NA,"Remainder"
"7815639",2004,"Services","PAMS","Defense","Army","W9124B","UNITED STATES","Domestic","Domestic US","Small",NA,NA,NA,NA,NA,0,-1,"No Competition (Unlabeled Exception)",NA,"No competition",0,1,-1,"ORG-2876",0,0,"Unlabeled","W081","Disaster","","",NA,"Unlabeled",NA,0,"Excluded","Excluded",1,0,0,NA,0.01,0.2,5200,1,"Disaster","Domestic","Domestic","Unlabeled",NA,"Services (Non-R&D)","TRUE","California Wildfires 2008",0,"Disaster","Army","Unlabeled","No Exception",NA,"Army","No Comp. (Unlabeled)","Unlabeled",6617.80520490379,"Unlabeled",2004-01-01,"California Wildfires 2008","Unlabeled","Unlabeled",NA,NA,NA,NA,NA,"Remainder"
"7817689",2002,"Services","PAMS","Defense","Army","BT67","UNITED STATES","Domestic","Domestic US","Small",NA,NA,NA,NA,NA,0,-1,"Full Competition (Multiple Offers)",NA,"3-4 Offers",0,0,0,"ORG-2854",0,0,"Unlabeled","W081","Disaster","","",NA,"Unlabeled",NA,0,NA,NA,0,0,0,NA,0,0.08,4862,1,"Disaster","Domestic","Domestic","Unlabeled",NA,"Services (Non-R&D)","TRUE","California Wildfires 2008",0,"Disaster","Army","Unlabeled","No Exception",NA,"Army","2-4 Offers","Unlabeled",6484.59151822845,"2-4 Offers",2002-01-01,"California Wildfires 2008","Unlabeled","Unlabeled",NA,NA,NA,NA,NA,"Remainder"
"7821821",2002,"Products","Missiles & Space","Defense","Army","HA21","UNITED STATES","Domestic","Domestic US","Small",NA,NA,NA,NA,NA,0,-1,"Unlabeled: Competition; Zero Offers",NA,"Unlabeled: Competition; Zero Offers",0,0,0,"ORG-2869",0,0,"Unlabeled","W081","Disaster","","",NA,"Unlabeled",NA,0,NA,NA,0,0,0,NA,0,0.11,16756,1,"Disaster","Domestic","Domestic","Unlabeled",NA,"Products (All)","TRUE","California Wildfires 2008",0,"Disaster","Army","Unlabeled","No Exception",NA,"Army","Unlabeled","Unlabeled",22347.9669846639,"Unlabeled",2002-01-01,"California Wildfires 2008","Unlabeled","Unlabeled",NA,NA,NA,NA,NA,"Remainder"
"7821848",2004,"Services","ERS","Defense","Army","W81K00","UNITED STATES","Domestic","Domestic US","Small",NA,NA,NA,NA,NA,0,-1,"Competition with single offer",NA,"One Offer",0,0,0,"ORG-2875",0,0,"Unlabeled","W081","Disaster","","",NA,"Unlabeled",NA,0,NA,NA,0,0,0,NA,0.04,0.07,24670,1,"Disaster","Domestic","Domestic","Unlabeled",NA,"Services (Non-R&D)","TRUE","California Wildfires 2008",0,"Disaster","Army","Unlabeled","No Exception",NA,"Army","1 Offer","Unlabeled",31396.3950778801,"1 Offer",2004-01-01,"California Wildfires 2008","Unlabeled","Unlabeled",NA,NA,NA,NA,NA,"Remainder"
"7822111",2002,"Products","Other","Defense","Navy","VA10A","UNITED STATES","Domestic","Domestic US","Small",NA,NA,NA,NA,NA,0,-1,"Full Competition (Multiple Offers)",NA,"Two Offers",0,0,0,"ORG-2937",0,0,"Unlabeled","W081","Disaster","","",NA,"Unlabeled",NA,0,NA,NA,0,0,0,NA,0,0.06,27659,1,"Disaster","Domestic","Domestic","Unlabeled",NA,"Products (All)","TRUE","California Wildfires 2008",0,"Disaster","Navy","Unlabeled","No Exception",NA,"Navy","2-4 Offers","Unlabeled",36889.6167837681,"2-4 Offers",2002-01-01,"California Wildfires 2008","Unlabeled","Unlabeled",NA,NA,NA,NA,NA,"Remainder"
"7823398",2008,"Services","PAMS","DHS","FEMA","ARFA9","UNITED STATES","Domestic","Domestic US","Small",">7-12 Months",NA,NA,NA,NA,0,-1,"Limited Competition with multiple offers",NA,"3-4 Offers",0,0,0,NA,0,0,"Unlabeled","W081","Disaster","","",NA,"C",NA,0,"Disaster","Disaster",0,0,0,NA,0.07,0,37765,2,"Disaster","Domestic","Domestic","Unlabeled",NA,"Services (Non-R&D)","FALSE","California Wildfires 2008",0,"Disaster","FEMA","Unknown C","Other Exception",NA,"FEMA","2-4 Offers","<~1 year",43158.0973937727,"2-4 Offers",2008-01-01,"California Wildfires 2008","Unlabeled","Unlabeled",NA,NA,NA,NA,NA,"Remainder"
"7832967",2000,"Services","FRS&C","Defense","Army","AA09","UNITED STATES","Domestic","Domestic US","Medium >1B",NA,NA,NA,NA,NA,0,-1,"Full Competition (Multiple Offers)",NA,"Two Offers",0,0,0,"ORG-2877",0,0,"Unlabeled","W081","Disaster","","",NA,"Unlabeled",NA,0,NA,NA,0,0,0,NA,0,0.14,81875136,8,"Disaster","Domestic","Domestic","Unlabeled",NA,"Services (Non-R&D)","TRUE","California Wildfires 2008",0,"Disaster","Army","Unlabeled","No Exception",NA,"Army","2-4 Offers","Unlabeled",113402567.562277,"2-4 Offers",2000-01-01,"California Wildfires 2008","Unlabeled","Unlabeled",NA,NA,NA,NA,NA,"Remainder"
"7837531",2008,NA,NA,"DHS","FEMA","ARFA9","UNITED STATES","Domestic","Domestic US","Unlabeled","<=2 Months",NA,NA,NA,NA,0,-1,"No Competition (Other Exception)",0,"No competition",0,0,0,NA,0,0,"Unlabeled","W081","Disaster","","",NA,"Unlabeled",NA,0,"Disaster","Disaster",0,0,0,NA,0.07,0,1,1,"Disaster","Domestic","Domestic","Unlabeled",NA,"Unlabeled","FALSE","California Wildfires 2008",0,"Disaster","FEMA","Unlabeled","No Exception",NA,"FEMA","No Comp. (Other)","<~1 year",1.14280676271078,"Other No",2008-01-01,"California Wildfires 2008","Unlabeled","Unlabeled",NA,NA,NA,NA,NA,"Remainder"
"7840045",2003,"Services","ERS","Defense","Army","AD17","UNITED STATES","Domestic","Domestic US","Small",NA,NA,NA,NA,NA,0,-1,"No Competition (Unlabeled Exception)",NA,"No competition",0,0,0,"ORG-2877",0,0,"Unlabeled","W081","Disaster","","",NA,"Unlabeled",NA,0,NA,NA,0,0,0,NA,0,0.06,4420,1,"Disaster","Domestic","Domestic","Unlabeled",NA,"Services (Non-R&D)","TRUE","California Wildfires 2008",0,"Disaster","Army","Unlabeled","No Exception",NA,"Army","No Comp. (Unlabeled)","Unlabeled",5779.81184089313,"Unlabeled",2003-01-01,"California Wildfires 2008","Unlabeled","Unlabeled",NA,NA,NA,NA,NA,"Remainder"
"7842258",2006,"Services","PAMS","Defense","Other DoD","HR0011","UNITED STATES","Domestic","Domestic US","Medium <1B",NA,NA,NA,NA,NA,0,0,"Competition with single offer",NA,"One Offer",0,1,0,NA,0,0,"Unlabeled","W081","Disaster","","",NA,"Unlabeled",NA,0,NA,NA,1,0,0,NA,0.01,0.2,-2251,1,"Disaster","Domestic","Domestic","Unlabeled",NA,"Services (Non-R&D)","TRUE","California Wildfires 2008",0,"Disaster","Other DoD","Unlabeled","No Exception",NA,"Other DoD","1 Offer","Unlabeled",-2692.70539016183,"1 Offer",2006-01-01,"California Wildfires 2008","Unlabeled","Unlabeled",NA,NA,NA,NA,NA,"Remainder"
"7842326",2003,"Products","Electronics & Communications","Defense","Army","BK27","UNITED STATES","Domestic","Domestic US","Small",NA,NA,NA,NA,NA,0,-1,"Full Competition (Multiple Offers)",NA,"5-9 Offers",0,0,0,"ORG-2876",0,0,"Unlabeled","W081","Disaster","","",NA,"Unlabeled",NA,0,NA,NA,0,0,0,NA,0,0.07,9294,1,"Disaster","Domestic","Domestic","Unlabeled",NA,"Products (All)","TRUE","California Wildfires 2008",0,"Disaster","Army","Unlabeled","No Exception",NA,"Army","5+ Offers","Unlabeled",12153.2966627287,"5+ Offers",2003-01-01,"California Wildfires 2008","Unlabeled","Unlabeled",NA,NA,NA,NA,NA,"Remainder"
"7842554",2002,"Services","ICT","Defense","Army","AB08","UNITED STATES","Domestic","Domestic US","Small",NA,NA,NA,NA,NA,0,-1,"No Competition (Unlabeled Exception)",NA,"No competition",0,0,0,"ORG-2877",0,0,"Unlabeled","W081","Disaster","","",NA,"Unlabeled",NA,0,NA,NA,0,0,0,NA,0,0.01,6411,1,"Disaster","Domestic","Domestic","Unlabeled",NA,"Services (Non-R&D)","TRUE","California Wildfires 2008",0,"Disaster","Army","Unlabeled","No Exception",NA,"Army","No Comp. (Unlabeled)","Unlabeled",8550.53809612558,"Unlabeled",2002-01-01,"California Wildfires 2008","Unlabeled","Unlabeled",NA,NA,NA,NA,NA,"Remainder"
"7844439",2005,"Services","PAMS","Defense","Army","W9114F","UNITED STATES","Domestic","Domestic US","Large",">7-12 Months",NA,NA,NA,NA,0,-1,"Limited Competition with multiple offers",0,"3-4 Offers",0,0,0,"ORG-2875",0,0,"Unlabeled","W081","Disaster","","",NA,"Unlabeled",NA,0,NA,NA,0,0,0,NA,0.06,0.07,3710807,2,"Disaster","Domestic","Domestic","Unlabeled",NA,"Services (Non-R&D)","TRUE","California Wildfires 2008",0,"Disaster","Army","Unlabeled","No Exception",NA,"Army","2-4 Offers","<~1 year",4575336.12332467,"2-4 Offers",2005-01-01,"California Wildfires 2008","Unlabeled","Unlabeled",NA,NA,NA,NA,NA,"Remainder"
