"","SourceFiscalYear","AccountDSI","Account","MilDeptDW","AccountTitle","Organization","BudgetActivity","BudgetActivityTitle","StateCountry","StateCountryTitle","FacilityCategoryTitle","LocationTitle","ConstructionProjectTitle","Classified","FiscalYear","BudgetMetric","OriginType","EnactedTotal","PBtotal","PBtype"
"10149",2014,"0735N","0735","N","Fam Hsg O&M, N/MC","NAVY","06","Operation","ZU","WORLDWIDE UNSPECIFIED","FH Management Account","Unspecified Worldwide Locations","Management Account","U","2013","X.....TOA.Base....Request.with....CR.Adj....","Total",62741,NA,NA
"10150",2014,"0735N","0735","N","Fam Hsg O&M, N/MC","NAVY","06","Operation","ZU","WORLDWIDE UNSPECIFIED","FH Miscellaneous Account","Unspecified Worldwide Locations","Miscellaneous Account","U","2013","X.....TOA.Base....Request.with....CR.Adj....","Total",491,NA,NA
"10151",2014,"0735N","0735","N","Fam Hsg O&M, N/MC","NAVY","06","Operation","ZU","WORLDWIDE UNSPECIFIED","FH Services Account","Unspecified Worldwide Locations","Services Account","U","2013","X.....TOA.Base....Request.with....CR.Adj....","Total",19615,NA,NA
"10152",2014,"0735N","0735","N","Fam Hsg O&M, N/MC","NAVY","07","LEASING","ZU","WORLDWIDE UNSPECIFIED","FH Leasing Account","Unspecified Worldwide Locations","Leasing","U","2013","X.....TOA.Base....Request.with....CR.Adj....","Total",83774,NA,NA
"10153",2014,"0735N","0735","N","Fam Hsg O&M, N/MC","NAVY","08","Maintenance","ZU","WORLDWIDE UNSPECIFIED","FH Maintenance Of Real Property","Unspecified Worldwide Locations","Maintenance of Real Property","U","2013","X.....TOA.Base....Request.with....CR.Adj....","Total",85254,NA,NA
"10154",2014,"0735N","0735","N","Fam Hsg O&M, N/MC","NAVY","12","HOUSING PVT SUPPORT","ZU","WORLDWIDE UNSPECIFIED","FH Privatization Support","Unspecified Worldwide Locations","Privatization Support Costs","U","2013","X.....TOA.Base....Request.with....CR.Adj....","Total",27798,NA,NA
"10155",2014,"0735N","0735","N","Fam Hsg O&M, N/MC","NAVY","20","Undistributed","ZU","WORLDWIDE UNSPECIFIED","General","Unspecified Worldwide Locations","Adj to Match Continuing Resolution","U","2013","X.....TOA.Base....Request.with....CR.Adj....","Total",-8116,NA,NA
"10156",2014,"051202N","051202","N","FY 2005 BRAC - N","NAVY","01","FY 2005 BRAC","ZU","WORLDWIDE UNSPECIFIED","Base Realignment & Closure Account V","Unspecified Worldwide Locations","DON-172: NWS Seal Beach, Concord, CA","U","2013","X.....TOA.Base....Request.with....CR.Adj....","Total",2129,NA,NA
"10157",2014,"051202N","051202","N","FY 2005 BRAC - N","NAVY","01","FY 2005 BRAC","ZU","WORLDWIDE UNSPECIFIED","Base Realignment & Closure Account V","Unspecified Worldwide Locations","DON-138: NAS Brunswick, ME","U","2013","X.....TOA.Base....Request.with....CR.Adj....","Total",4897,NA,NA
"10158",2014,"051202N","051202","N","FY 2005 BRAC - N","NAVY","01","FY 2005 BRAC","ZU","WORLDWIDE UNSPECIFIED","Base Realignment & Closure Account V","Unspecified Worldwide Locations","DON-157: MCSA Kansas City, MO","U","2013","X.....TOA.Base....Request.with....CR.Adj....","Total",39,NA,NA
"10159",2014,"051202N","051202","N","FY 2005 BRAC - N","NAVY","01","FY 2005 BRAC","ZU","WORLDWIDE UNSPECIFIED","Base Realignment & Closure Account V","Unspecified Worldwide Locations","DON-84: JRB Willow Grove & Cambria Reg AP","U","2013","X.....TOA.Base....Request.with....CR.Adj....","Total",189,NA,NA
"10160",2014,"051202N","051202","N","FY 2005 BRAC - N","NAVY","01","FY 2005 BRAC","ZU","WORLDWIDE UNSPECIFIED","Base Realignment & Closure Account V","Unspecified Worldwide Locations","DON-168: NS Newport, RI","U","2013","X.....TOA.Base....Request.with....CR.Adj....","Total",1742,NA,NA
"10161",2014,"051202N","051202","N","FY 2005 BRAC - N","NAVY","01","FY 2005 BRAC","ZU","WORLDWIDE UNSPECIFIED","Base Realignment & Closure Account V","Unspecified Worldwide Locations","DON-100: Planing, Design and Management","U","2013","X.....TOA.Base....Request.with....CR.Adj....","Total",5038,NA,NA
"10162",2014,"051202N","051202","N","FY 2005 BRAC - N","NAVY","01","FY 2005 BRAC","ZU","WORLDWIDE UNSPECIFIED","Base Realignment & Closure Account V","Unspecified Worldwide Locations","DON-101: Various Locations","U","2013","X.....TOA.Base....Request.with....CR.Adj....","Total",4176,NA,NA
"10163",2014,"051202N","051202","N","FY 2005 BRAC - N","NAVY","20","Undistributed","ZU","WORLDWIDE UNSPECIFIED","General","Unspecified Worldwide Locations","Adj to Match Continuing Resolution","U","2013","X.....TOA.Base....Request.with....CR.Adj....","Total",-18210,NA,NA
"10164",2014,"3300F","3300","F","MilCon, Air Force","AF","01","MAJOR CONSTRUCTION","AR","ARKANSAS","Aircraft Maintenance Facilities","Little Rock AFB","C-130J Fuel Systems Maintenance Hangar","U","2013","X.....TOA.Base....Request.with....CR.Adj....","Total",26000,NA,NA
"10165",2014,"3300F","3300","F","MilCon, Air Force","AF","01","MAJOR CONSTRUCTION","AR","ARKANSAS","Training Buildings","Little Rock AFB","C-130J Flight Simulator Addition","U","2013","X.....TOA.Base....Request.with....CR.Adj....","Total",4178,NA,NA
"10166",2014,"3300F","3300","F","MilCon, Air Force","AF","01","MAJOR CONSTRUCTION","FL","FLORIDA","Aircraft Maintenance Facilities","Tyndall AFB","F-22 ADAL Hangar for Low Observable/Composite","U","2013","X.....TOA.Base....Request.with....CR.Adj....","Total",14750,NA,NA
"10167",2014,"3300F","3300","F","MilCon, Air Force","AF","01","MAJOR CONSTRUCTION","GA","GEORGIA","Airfield Operational Buildings","Fort Stewart, Georgia","Air Support Operations Center (ASOC)","U","2013","X.....TOA.Base....Request.with....CR.Adj....","Total",7250,NA,NA
"10168",2014,"3300F","3300","F","MilCon, Air Force","AF","01","MAJOR CONSTRUCTION","GA","GEORGIA","Training Buildings","Moody AFB","HC-130J Simulator Facility","U","2013","X.....TOA.Base....Request.with....CR.Adj....","Total",8500,NA,NA
"10169",2014,"3300F","3300","F","MilCon, Air Force","AF","01","MAJOR CONSTRUCTION","NE","NEBRASKA","Admin Bldgs","Offutt AFB","US STRATCOM Replacement Facility, Incr 2","U","2013","X.....TOA.Base....Request.with....CR.Adj....","Total",161000,NA,NA
"10170",2014,"3300F","3300","F","MilCon, Air Force","AF","01","MAJOR CONSTRUCTION","NM","NEW MEXICO","Aircraft Maintenance Facilities","Holloman AFB","MQ-9 Maintenance Hangar","U","2013","X.....TOA.Base....Request.with....CR.Adj....","Total",25000,NA,NA
"10171",2014,"3300F","3300","F","MilCon, Air Force","AF","01","MAJOR CONSTRUCTION","ND","NORTH DAKOTA","Misc Items & Equip Maint Facilities","Minot AFB","B-52 Add/Alter Munitions AGE Facility","U","2013","X.....TOA.Base....Request.with....CR.Adj....","Total",4600,NA,NA
"10172",2014,"3300F","3300","F","MilCon, Air Force","AF","01","MAJOR CONSTRUCTION","TX","TEXAS","Enlisted Personnel Unaccompanied Personnel Housing","Joint Base San Antonio","Dormitory (144 RM)","U","2013","X.....TOA.Base....Request.with....CR.Adj....","Total",18000,NA,NA
"10173",2014,"3300F","3300","F","MilCon, Air Force","AF","01","MAJOR CONSTRUCTION","UT","UTAH","Aircraft Maintenance Facilities","Hill AFB","F-35 ADAL Hangar 45W/AMU","U","2013","X.....TOA.Base....Request.with....CR.Adj....","Total",7250,NA,NA
"10174",2014,"3300F","3300","F","MilCon, Air Force","AF","01","MAJOR CONSTRUCTION","UT","UTAH","Install & Ready-Issue Ammunition Storage","Hill AFB","F-35 Modular Storage Magazines","U","2013","X.....TOA.Base....Request.with....CR.Adj....","Total",2280,NA,NA
"10175",2014,"3300F","3300","F","MilCon, Air Force","AF","01","MAJOR CONSTRUCTION","UT","UTAH","Training Buildings","Hill AFB","F-35 ADAL Building 118 for Flight Simulator","U","2013","X.....TOA.Base....Request.with....CR.Adj....","Total",4000,NA,NA
"10176",2014,"3300F","3300","F","MilCon, Air Force","AF","01","MAJOR CONSTRUCTION","GL","GREENLAND","Enlisted Personnel Unaccompanied Personnel Housing","Thule AB","Dormitory (48 PN)","U","2013","X.....TOA.Base....Request.with....CR.Adj....","Total",24500,NA,NA
"10177",2014,"3300F","3300","F","MilCon, Air Force","AF","01","MAJOR CONSTRUCTION","GU","GUAM","Aircraft Maintenance Facilities","Joint Region Marianas","Guam Strike Fuel Systems Maintenance Hangar","U","2013","X.....TOA.Base....Request.with....CR.Adj....","Total",0,NA,NA
"10178",2014,"3300F","3300","F","MilCon, Air Force","AF","01","MAJOR CONSTRUCTION","IT","ITALY","Training Buildings","Aviano AB","F-16 Mission Training Center","U","2013","X.....TOA.Base....Request.with....CR.Adj....","Total",9400,NA,NA
"10179",2014,"3300F","3300","F","MilCon, Air Force","AF","01","MAJOR CONSTRUCTION","PO","PORTUGAL","Sewage & Industrial Waste Collection Lines","Lajes Field","Sanitary Sewer Lift/Pump Station","U","2013","X.....TOA.Base....Request.with....CR.Adj....","Total",2000,NA,NA
"10180",2014,"3300F","3300","F","MilCon, Air Force","AF","01","MAJOR CONSTRUCTION","ZU","WORLDWIDE UNSPECIFIED","Emergency Unaccom Personnel Housing","Unspecified Worldwide Locations","Transient Contingency Dormitory - 100 RM","U","2013","X.....TOA.Base....Request.with....CR.Adj....","Total",17625,NA,NA
"10181",2014,"3300F","3300","F","MilCon, Air Force","AF","01","MAJOR CONSTRUCTION","ZU","WORLDWIDE UNSPECIFIED","Aircraft Maintenance Facilities","Unspecified Worldwide Locations","Transient Aircraft Hangars","U","2013","X.....TOA.Base....Request.with....CR.Adj....","Total",15032,NA,NA
"10182",2014,"3300F","3300","F","MilCon, Air Force","AF","02","MINOR CONSTRUCTION","ZU","WORLDWIDE UNSPECIFIED","Milcon Unspecified Minor Construction","Unspecified Worldwide Locations","Unspecified Minor Construction","U","2013","X.....TOA.Base....Request.with....CR.Adj....","Total",18200,NA,NA
"10183",2014,"3300F","3300","F","MilCon, Air Force","AF","03","Planning & Design","ZU","WORLDWIDE UNSPECIFIED","Milcon Planning & Design","Unspecified Worldwide Locations","Planning & Design","U","2013","X.....TOA.Base....Request.with....CR.Adj....","Total",18635,NA,NA
"10184",2014,"3300F","3300","F","MilCon, Air Force","AF","20","Undistributed","ZU","WORLDWIDE UNSPECIFIED","General","Unspecified Worldwide Locations","Adj to Match Continuing Resolution","U","2013","X.....TOA.Base....Request.with....CR.Adj....","Total",814172,NA,NA
"10185",2014,"051003F","051003","F","BRAC - Air Force","AF","04","BASE CLOSURE IV","ZU","WORLDWIDE UNSPECIFIED","Base Realignment & Closure Account IV","Base Realignment & Closure, Air Force","Base Realignment & Closure","U","2013","X.....TOA.Base....Request.with....CR.Adj....","Total",122552,NA,NA
"10186",2014,"051003F","051003","F","BRAC - Air Force","AF","20","Undistributed","ZU","WORLDWIDE UNSPECIFIED","General","Unspecified Worldwide Locations","Adj to Match Continuing Resolution","U","2013","X.....TOA.Base....Request.with....CR.Adj....","Total",1679,NA,NA
"10187",2014,"3830F","3830","F","MilCon, ANG","AF","01","MAJOR CONSTRUCTION","CA","CALIFORNIA","Aircraft Maintenance Facilities","Fresno Yosemite IAP ANG","F-15 Conversion","U","2013","X.....TOA.Base....Request.with....CR.Adj....","Total",11000,NA,NA
"10188",2014,"3830F","3830","F","MilCon, ANG","AF","01","MAJOR CONSTRUCTION","HI","HAWAII","Airfield Aprons","Joint Base Pearl Harbor-Hickam","TFI - F-22 Combat Apron Addition","U","2013","X.....TOA.Base....Request.with....CR.Adj....","Total",6500,NA,NA
"10189",2014,"3830F","3830","F","MilCon, ANG","AF","01","MAJOR CONSTRUCTION","NM","NEW MEXICO","Training Buildings","Kirtland AFB","Alter Target Intelligence Facility","U","2013","X.....TOA.Base....Request.with....CR.Adj....","Total",8500,NA,NA
"10190",2014,"3830F","3830","F","MilCon, ANG","AF","01","MAJOR CONSTRUCTION","WY","WYOMING","Training Buildings","Cheyenne Map","C-130 Flight Simulator Training Facility","U","2013","X.....TOA.Base....Request.with....CR.Adj....","Total",6486,NA,NA
"10191",2014,"3830F","3830","F","MilCon, ANG","AF","02","MINOR CONSTRUCTION","ZU","WORLDWIDE UNSPECIFIED","Milcon Unspecified Minor Construction","Various Worldwide Locations","Unspecified Minor Construction","U","2013","X.....TOA.Base....Request.with....CR.Adj....","Total",5900,NA,NA
"10192",2014,"3830F","3830","F","MilCon, ANG","AF","03","Planning & Design","ZU","WORLDWIDE UNSPECIFIED","Milcon Planning & Design","Various Worldwide Locations","Planning and Design","U","2013","X.....TOA.Base....Request.with....CR.Adj....","Total",4000,NA,NA
"10193",2014,"3830F","3830","F","MilCon, ANG","AF","20","Undistributed","ZU","WORLDWIDE UNSPECIFIED","General","Unspecified Worldwide Locations","Adj to Match Continuing Resolution","U","2013","X.....TOA.Base....Request.with....CR.Adj....","Total",74571,NA,NA
"10194",2014,"3730F","3730","F","MilCon, AF Res","AF","01","MAJOR CONSTRUCTION","NY","NEW YORK","Training Buildings","Niagara Falls IAP","Flight Simulator Facility","U","2013","X.....TOA.Base....Request.with....CR.Adj....","Total",6100,NA,NA
"10195",2014,"3730F","3730","F","MilCon, AF Res","AF","02","MINOR CONSTRUCTION","ZU","WORLDWIDE UNSPECIFIED","Milcon Unspecified Minor Construction","Various Worldwide Locations","Unspecified Minor Construction","U","2013","X.....TOA.Base....Request.with....CR.Adj....","Total",2000,NA,NA
"10196",2014,"3730F","3730","F","MilCon, AF Res","AF","03","Planning & Design","ZU","WORLDWIDE UNSPECIFIED","Milcon Planning & Design","Various Worldwide Locations","Planning and Design","U","2013","X.....TOA.Base....Request.with....CR.Adj....","Total",2879,NA,NA
"10197",2014,"3730F","3730","F","MilCon, AF Res","AF","20","Undistributed","ZU","WORLDWIDE UNSPECIFIED","General","Unspecified Worldwide Locations","Adj to Match Continuing Resolution","U","2013","X.....TOA.Base....Request.with....CR.Adj....","Total",22847,NA,NA
"10198",2014,"0740F","0740","F","Fam Hsg Con, AF","AF","03","CONSTRUCTION IMPROVEMENTS","ZU","WORLDWIDE UNSPECIFIED","FH Post Acquisition Construction Improvements","Unspecified Worldwide Locations","Improvements","U","2013","X.....TOA.Base....Request.with....CR.Adj....","Total",79571,NA,NA
"10199",2014,"0740F","0740","F","Fam Hsg Con, AF","AF","04","PLANNING & DESIGN","ZU","WORLDWIDE UNSPECIFIED","Family Housing P&D","Unspecified Worldwide Locations","Planning and Design","U","2013","X.....TOA.Base....Request.with....CR.Adj....","Total",4253,NA,NA
"10200",2014,"0740F","0740","F","Fam Hsg Con, AF","AF","20","Undistributed","ZU","WORLDWIDE UNSPECIFIED","General","Unspecified Worldwide Locations","Adj to Match Continuing Resolution","U","2013","X.....TOA.Base....Request.with....CR.Adj....","Total",-23415,NA,NA
"10201",2014,"0745F","0745","F","Fam Hsg O&M, AF","AF","05","UTILITIES","ZU","WORLDWIDE UNSPECIFIED","FH Utilities Account","Unspecified Worldwide Locations","Utilities Account","U","2013","X.....TOA.Base....Request.with....CR.Adj....","Total",75662,NA,NA
"10202",2014,"0745F","0745","F","Fam Hsg O&M, AF","AF","06","Operation","ZU","WORLDWIDE UNSPECIFIED","FH Management Account","Unspecified Worldwide Locations","Management Account","U","2013","X.....TOA.Base....Request.with....CR.Adj....","Total",55002,NA,NA
"10203",2014,"0745F","0745","F","Fam Hsg O&M, AF","AF","06","Operation","ZU","WORLDWIDE UNSPECIFIED","FH Services Account","Unspecified Worldwide Locations","Services Account","U","2013","X.....TOA.Base....Request.with....CR.Adj....","Total",16550,NA,NA
"10204",2014,"0745F","0745","F","Fam Hsg O&M, AF","AF","06","Operation","ZU","WORLDWIDE UNSPECIFIED","FH Furnishings Account","Unspecified Worldwide Locations","Furnishings Account","U","2013","X.....TOA.Base....Request.with....CR.Adj....","Total",37878,NA,NA
"10205",2014,"0745F","0745","F","Fam Hsg O&M, AF","AF","06","Operation","ZU","WORLDWIDE UNSPECIFIED","FH Miscellaneous Account","Unspecified Worldwide Locations","Miscellaneous Account","U","2013","X.....TOA.Base....Request.with....CR.Adj....","Total",1943,NA,NA
"10206",2014,"0745F","0745","F","Fam Hsg O&M, AF","AF","07","LEASING","ZU","WORLDWIDE UNSPECIFIED","FH Leasing Account","Unspecified Worldwide Locations","Leasing","U","2013","X.....TOA.Base....Request.with....CR.Adj....","Total",62730,NA,NA
"10207",2014,"0745F","0745","F","Fam Hsg O&M, AF","AF","08","Maintenance","ZU","WORLDWIDE UNSPECIFIED","FH Maintenance Of Real Property","Unspecified Worldwide Locations","Maintenance (RPMA  RPMC)","U","2013","X.....TOA.Base....Request.with....CR.Adj....","Total",201937,NA,NA
"10208",2014,"0745F","0745","F","Fam Hsg O&M, AF","AF","12","HOUSING PVT  SUPPORT","ZU","WORLDWIDE UNSPECIFIED","FH Privatization Support","Unspecified Worldwide Locations","Housing Privatization","U","2013","X.....TOA.Base....Request.with....CR.Adj....","Total",46127,NA,NA
"10209",2014,"0745F","0745","F","Fam Hsg O&M, AF","AF","20","Undistributed","ZU","WORLDWIDE UNSPECIFIED","General","Unspecified Worldwide Locations","Adj to Match Continuing Resolution","U","2013","X.....TOA.Base....Request.with....CR.Adj....","Total",-65677,NA,NA
"10210",2014,"051203F","051203","F","FY 2005 BRAC - AF","AF","01","FY 2005 BRAC","ZU","WORLDWIDE UNSPECIFIED","Base Realignment & Closure Account V","Unspecified Worldwide Locations","Program Management Various Locations","U","2013","X.....TOA.Base....Request.with....CR.Adj....","Total",605,NA,NA
"10211",2014,"051203F","051203","F","FY 2005 BRAC - AF","AF","01","FY 2005 BRAC","ZU","WORLDWIDE UNSPECIFIED","Base Realignment & Closure Account V","Unspecified Worldwide Locations","Med-57: Brooks City Base, TX","U","2013","X.....TOA.Base....Request.with....CR.Adj....","Total",326,NA,NA
"10212",2014,"051203F","051203","F","FY 2005 BRAC - AF","AF","01","FY 2005 BRAC","ZU","WORLDWIDE UNSPECIFIED","Base Realignment & Closure Account V","Unspecified Worldwide Locations","Comm Add 3: Galena Fol, AK","U","2013","X.....TOA.Base....Request.with....CR.Adj....","Total",1337,NA,NA
"10213",2014,"051203F","051203","F","FY 2005 BRAC - AF","AF","20","Undistributed","ZU","WORLDWIDE UNSPECIFIED","General","Unspecified Worldwide Locations","Adj to Match Continuing Resolution","U","2013","X.....TOA.Base....Request.with....CR.Adj....","Total",-2268,NA,NA
"10214",2014,"0500D","0500","D","Mil Con, Def-Wide","DEFW","01","MAJOR CONSTRUCTION","BE","BELGIUM","General","Brussels","NATO Headquarters Facility","U","2013","X.....TOA.Base....Request.with....CR.Adj....","Total",26969,NA,NA
"10215",2014,"0500D","0500","D","Mil Con, Def-Wide","DEFW","01","MAJOR CONSTRUCTION","ZU","WORLDWIDE UNSPECIFIED","Energy Conservation","Unspecified Worldwide Locations","Energy Conservation Investment Program","U","2013","X.....TOA.Base....Request.with....CR.Adj....","Total",150000,NA,NA
"10216",2014,"0500D","0500","D","Mil Con, Def-Wide","DEFW","01","MAJOR CONSTRUCTION","ZU","WORLDWIDE UNSPECIFIED","Contingency Construction","Unspecified Worldwide Locations","Contingency Construction","U","2013","X.....TOA.Base....Request.with....CR.Adj....","Total",10000,NA,NA
"10217",2014,"0500D","0500","D","Mil Con, Def-Wide","DFAS","01","MAJOR CONSTRUCTION","TX","TEXAS","Admin Bldgs","Red River Army Depot","DFAS Facility","U","2013","X.....TOA.Base....Request.with....CR.Adj....","Total",16715,NA,NA
"10218",2014,"0500D","0500","D","Mil Con, Def-Wide","DISA","01","MAJOR CONSTRUCTION","IL","ILLINOIS","Communication Buildings","Scott AFB","DISA Facility Upgrades","U","2013","X.....TOA.Base....Request.with....CR.Adj....","Total",84111,NA,NA
