"","SourceFiscalYear","AccountDSI","AccountTitle","Organization","BudgetActivity","BudgetActivityTitle","BudgetSubActivity","BudgetSubActivityTitle","IncludeInTOA","AddOrNonAdd","IncludeInTOA","Classified","FiscalYear","OriginType","ActualTotal","EnactedTotal","EnactedType","PBtotal","PBtype"
"1515",2017,"1105N","Military Personnel, Marine Corps","NAVY","01","Pay and Allowances of Officers","050","Separation Pay","Y","Add","Y","U",2017,"Total",NA,NA,NA,19016,NA
"1516",2017,"1105N","Military Personnel, Marine Corps","NAVY","01","Pay and Allowances of Officers","055","Social Security Tax","Y","Add","Y","U",2017,"Total",NA,NA,NA,119941,NA
"1517",2017,"1105N","Military Personnel, Marine Corps","NAVY","02","Pay And Allowances Of Enlisted Personnel","060","Basic Pay","Y","Add","Y","U",2017,"Total",NA,NA,NA,4858491,NA
"1518",2017,"1105N","Military Personnel, Marine Corps","NAVY","02","Pay And Allowances Of Enlisted Personnel","065","Retired Pay Accrual","Y","Add","Y","U",2017,"Total",NA,NA,NA,1430122,NA
"1519",2017,"1105N","Military Personnel, Marine Corps","NAVY","02","Pay And Allowances Of Enlisted Personnel","080","Basic Allowance for Housing","Y","Add","Y","U",2017,"Total",NA,NA,NA,1566449,NA
"1520",2017,"1105N","Military Personnel, Marine Corps","NAVY","02","Pay And Allowances Of Enlisted Personnel","085","Incentive Pays","Y","Add","Y","U",2017,"Total",NA,NA,NA,9153,NA
"1521",2017,"1105N","Military Personnel, Marine Corps","NAVY","02","Pay And Allowances Of Enlisted Personnel","090","Special Pays","Y","Add","Y","U",2017,"Total",NA,NA,NA,121480,NA
"1522",2017,"1105N","Military Personnel, Marine Corps","NAVY","02","Pay And Allowances Of Enlisted Personnel","095","Allowances","Y","Add","Y","U",2017,"Total",NA,NA,NA,295571,NA
"1523",2017,"1105N","Military Personnel, Marine Corps","NAVY","02","Pay And Allowances Of Enlisted Personnel","100","Separation Pay","Y","Add","Y","U",2017,"Total",NA,NA,NA,172633,NA
"1524",2017,"1105N","Military Personnel, Marine Corps","NAVY","02","Pay And Allowances Of Enlisted Personnel","105","Social Security Tax","Y","Add","Y","U",2017,"Total",NA,NA,NA,371306,NA
"1525",2017,"1105N","Military Personnel, Marine Corps","NAVY","04","Subsistence of Enlisted Personnel","115","Basic Allowance for Subsistence","Y","Add","Y","U",2017,"Total",NA,NA,NA,442971,NA
"1526",2017,"1105N","Military Personnel, Marine Corps","NAVY","04","Subsistence of Enlisted Personnel","120","Subsistence-In-Kind","Y","Add","Y","U",2017,"Total",NA,NA,NA,386455,NA
"1527",2017,"1105N","Military Personnel, Marine Corps","NAVY","04","Subsistence of Enlisted Personnel","121","Family Subsistence Supplemental Allowance","Y","Add","Y","U",2017,"Total",NA,NA,NA,10,NA
"1528",2017,"1105N","Military Personnel, Marine Corps","NAVY","05","Permanent Change of Station Travel","125","Accession Travel","Y","Add","Y","U",2017,"Total",NA,NA,NA,64291,NA
"1529",2017,"1105N","Military Personnel, Marine Corps","NAVY","05","Permanent Change of Station Travel","130","Training Travel","Y","Add","Y","U",2017,"Total",NA,NA,NA,7185,NA
"1530",2017,"1105N","Military Personnel, Marine Corps","NAVY","05","Permanent Change of Station Travel","135","Operational Travel","Y","Add","Y","U",2017,"Total",NA,NA,NA,130620,NA
"1531",2017,"1105N","Military Personnel, Marine Corps","NAVY","05","Permanent Change of Station Travel","140","Rotational Travel","Y","Add","Y","U",2017,"Total",NA,NA,NA,107630,NA
"1532",2017,"1105N","Military Personnel, Marine Corps","NAVY","05","Permanent Change of Station Travel","145","Separation Travel","Y","Add","Y","U",2017,"Total",NA,NA,NA,109224,NA
"1533",2017,"1105N","Military Personnel, Marine Corps","NAVY","05","Permanent Change of Station Travel","150","Travel of Organized Units","Y","Add","Y","U",2017,"Total",NA,NA,NA,380,NA
"1534",2017,"1105N","Military Personnel, Marine Corps","NAVY","05","Permanent Change of Station Travel","155","Non-Temporary Storage","Y","Add","Y","U",2017,"Total",NA,NA,NA,7942,NA
"1535",2017,"1105N","Military Personnel, Marine Corps","NAVY","05","Permanent Change of Station Travel","160","Temporary Lodging Expense","Y","Add","Y","U",2017,"Total",NA,NA,NA,5473,NA
"1536",2017,"1105N","Military Personnel, Marine Corps","NAVY","06","Other Military Personnel Costs","170","Apprehension of Military Deserters","Y","Add","Y","U",2017,"Total",NA,NA,NA,395,NA
"1537",2017,"1105N","Military Personnel, Marine Corps","NAVY","06","Other Military Personnel Costs","175","Interest on Uniformed Services Savings","Y","Add","Y","U",2017,"Total",NA,NA,NA,321,NA
"1538",2017,"1105N","Military Personnel, Marine Corps","NAVY","06","Other Military Personnel Costs","180","Death Gratuities","Y","Add","Y","U",2017,"Total",NA,NA,NA,12900,NA
"1539",2017,"1105N","Military Personnel, Marine Corps","NAVY","06","Other Military Personnel Costs","185","Unemployment Benefits","Y","Add","Y","U",2017,"Total",NA,NA,NA,77928,NA
"1540",2017,"1105N","Military Personnel, Marine Corps","NAVY","06","Other Military Personnel Costs","195","Education Benefits","Y","Add","Y","U",2017,"Total",NA,NA,NA,7125,NA
"1541",2017,"1105N","Military Personnel, Marine Corps","NAVY","06","Other Military Personnel Costs","200","Adoption Expenses","Y","Add","Y","U",2017,"Total",NA,NA,NA,116,NA
"1542",2017,"1105N","Military Personnel, Marine Corps","NAVY","06","Other Military Personnel Costs","210","Transportation Subsidy","Y","Add","Y","U",2017,"Total",NA,NA,NA,2122,NA
"1543",2017,"1105N","Military Personnel, Marine Corps","NAVY","06","Other Military Personnel Costs","215","Partial Dislocation Allowance","Y","Add","Y","U",2017,"Total",NA,NA,NA,101,NA
"1544",2017,"1105N","Military Personnel, Marine Corps","NAVY","06","Other Military Personnel Costs","216","SGLI Extra Hazard Payments","Y","Add","Y","U",2017,"Total",NA,NA,NA,1877,NA
"1545",2017,"1105N","Military Personnel, Marine Corps","NAVY","06","Other Military Personnel Costs","218","Junior ROTC","Y","Add","Y","U",2017,"Total",NA,NA,NA,3589,NA
"1546",2017,"1105N","Military Personnel, Marine Corps","NAVY","","Less Reimbursables","","Less Reimbursables","N","Add","N","U",2017,"Total",NA,NA,NA,-34717,NA
"1547",2017,"1001N","MEDICARE - Retiree Health Care Contribution, MC","NAVY","01","Health Care Contribution - Officers","300","Marine Corps","Y","Add","Y","U",2017,"Total",NA,NA,NA,81406,NA
"1548",2017,"1001N","MEDICARE - Retiree Health Care Contribution, MC","NAVY","02","Health Care Contribution - Enlisted","300","Marine Corps","Y","Add","Y","U",2017,"Total",NA,NA,NA,621765,NA
"1549",2017,"1405N","Reserve Personnel, Navy","NAVY","01","Reserve Component Training and Support","010","Pay Group A Training  (15 Days & Drills 24/48)","Y","Add","Y","U",2017,"Total",NA,NA,NA,625660,NA
"1550",2017,"1405N","Reserve Personnel, Navy","NAVY","01","Reserve Component Training and Support","020","Pay Group B Training  (Backfill For Active Duty)","Y","Add","Y","U",2017,"Total",NA,NA,NA,7369,NA
"1551",2017,"1405N","Reserve Personnel, Navy","NAVY","01","Reserve Component Training and Support","030","Pay Group F Training  (Recruits)","Y","Add","Y","U",2017,"Total",NA,NA,NA,62904,NA
"1552",2017,"1405N","Reserve Personnel, Navy","NAVY","01","Reserve Component Training and Support","060","Mobilization Training","Y","Add","Y","U",2017,"Total",NA,NA,NA,8732,NA
"1553",2017,"1405N","Reserve Personnel, Navy","NAVY","01","Reserve Component Training and Support","070","School Training","Y","Add","Y","U",2017,"Total",NA,NA,NA,50441,NA
"1554",2017,"1405N","Reserve Personnel, Navy","NAVY","01","Reserve Component Training and Support","080","Special Training","Y","Add","Y","U",2017,"Total",NA,NA,NA,124078,NA
"1555",2017,"1405N","Reserve Personnel, Navy","NAVY","01","Reserve Component Training and Support","090","Administration and Support","Y","Add","Y","U",2017,"Total",NA,NA,NA,1004396,NA
"1556",2017,"1405N","Reserve Personnel, Navy","NAVY","01","Reserve Component Training and Support","100","Education Benefits","Y","Add","Y","U",2017,"Total",NA,NA,NA,105,NA
"1557",2017,"1405N","Reserve Personnel, Navy","NAVY","01","Reserve Component Training and Support","120","Health Profession Scholarship","Y","Add","Y","U",2017,"Total",NA,NA,NA,52399,NA
"1558",2017,"1002N","MEDICARE - Retiree Health Care Contribution, N RES","NAVY","01","Health Care Contribution - Reserve Component","300","Reserve Personnel, Navy","Y","Add","Y","U",2017,"Total",NA,NA,NA,112246,NA
"1559",2017,"1108N","Reserve Personnel, Marine Corps","NAVY","01","Reserve Component Training and Support","010","Pay Group A Training  (15 Days & Drills 24/48)","Y","Add","Y","U",2017,"Total",NA,NA,NA,274555,NA
"1560",2017,"1108N","Reserve Personnel, Marine Corps","NAVY","01","Reserve Component Training and Support","020","Pay Group B Training  (Backfill For Active Duty)","Y","Add","Y","U",2017,"Total",NA,NA,NA,43539,NA
"1561",2017,"1108N","Reserve Personnel, Marine Corps","NAVY","01","Reserve Component Training and Support","030","Pay Group F Training  (Recruits)","Y","Add","Y","U",2017,"Total",NA,NA,NA,124902,NA
"1562",2017,"1108N","Reserve Personnel, Marine Corps","NAVY","01","Reserve Component Training and Support","060","Mobilization Training","Y","Add","Y","U",2017,"Total",NA,NA,NA,2096,NA
"1563",2017,"1108N","Reserve Personnel, Marine Corps","NAVY","01","Reserve Component Training and Support","070","School Training","Y","Add","Y","U",2017,"Total",NA,NA,NA,24607,NA
"1564",2017,"1108N","Reserve Personnel, Marine Corps","NAVY","01","Reserve Component Training and Support","080","Special Training","Y","Add","Y","U",2017,"Total",NA,NA,NA,32700,NA
"1565",2017,"1108N","Reserve Personnel, Marine Corps","NAVY","01","Reserve Component Training and Support","090","Administration and Support","Y","Add","Y","U",2017,"Total",NA,NA,NA,237548,NA
"1566",2017,"1108N","Reserve Personnel, Marine Corps","NAVY","01","Reserve Component Training and Support","095","Platoon Leader Class","Y","Add","Y","U",2017,"Total",NA,NA,NA,8124,NA
"1567",2017,"1108N","Reserve Personnel, Marine Corps","NAVY","01","Reserve Component Training and Support","100","Education Benefits","Y","Add","Y","U",2017,"Total",NA,NA,NA,688,NA
"1568",2017,"1003N","MEDICARE - Retiree Health Care Contribution, MC RES","NAVY","01","Health Care Contribution - Reserve Component","300","Reserve Personnel, Marine Corps","Y","Add","Y","U",2017,"Total",NA,NA,NA,64942,NA
"1569",2017,"3500F","Military Personnel, Air Force","AF","01","Pay and Allowances of Officers","005","Basic Pay","Y","Add","Y","U",2017,"Total",NA,NA,NA,4997122,NA
"1570",2017,"3500F","Military Personnel, Air Force","AF","01","Pay and Allowances of Officers","010","Retired Pay Accrual","Y","Add","Y","U",2017,"Total",NA,NA,NA,1459610,NA
"1571",2017,"3500F","Military Personnel, Air Force","AF","01","Pay and Allowances of Officers","025","Basic Allowance for Housing","Y","Add","Y","U",2017,"Total",NA,NA,NA,1542699,NA
"1572",2017,"3500F","Military Personnel, Air Force","AF","01","Pay and Allowances of Officers","030","Basic Allowance for Subsistence","Y","Add","Y","U",2017,"Total",NA,NA,NA,203155,NA
"1573",2017,"3500F","Military Personnel, Air Force","AF","01","Pay and Allowances of Officers","035","Incentive Pays","Y","Add","Y","U",2017,"Total",NA,NA,NA,230325,NA
"1574",2017,"3500F","Military Personnel, Air Force","AF","01","Pay and Allowances of Officers","040","Special Pays","Y","Add","Y","U",2017,"Total",NA,NA,NA,309475,NA
"1575",2017,"3500F","Military Personnel, Air Force","AF","01","Pay and Allowances of Officers","045","Allowances","Y","Add","Y","U",2017,"Total",NA,NA,NA,116423,NA
"1576",2017,"3500F","Military Personnel, Air Force","AF","01","Pay and Allowances of Officers","050","Separation Pay","Y","Add","Y","U",2017,"Total",NA,NA,NA,54540,NA
"1577",2017,"3500F","Military Personnel, Air Force","AF","01","Pay and Allowances of Officers","055","Social Security Tax","Y","Add","Y","U",2017,"Total",NA,NA,NA,381627,NA
"1578",2017,"3500F","Military Personnel, Air Force","AF","02","Pay and Allowances of Enlisted","060","Basic Pay","Y","Add","Y","U",2017,"Total",NA,NA,NA,9022104,NA
"1579",2017,"3500F","Military Personnel, Air Force","AF","02","Pay and Allowances of Enlisted","065","Retired Pay Accrual","Y","Add","Y","U",2017,"Total",NA,NA,NA,2641245,NA
"1580",2017,"3500F","Military Personnel, Air Force","AF","02","Pay and Allowances of Enlisted","080","Basic Allowance for Housing","Y","Add","Y","U",2017,"Total",NA,NA,NA,3765726,NA
"1581",2017,"3500F","Military Personnel, Air Force","AF","02","Pay and Allowances of Enlisted","085","Incentive Pays","Y","Add","Y","U",2017,"Total",NA,NA,NA,35601,NA
"1582",2017,"3500F","Military Personnel, Air Force","AF","02","Pay and Allowances of Enlisted","090","Special Pays","Y","Add","Y","U",2017,"Total",NA,NA,NA,378741,NA
"1583",2017,"3500F","Military Personnel, Air Force","AF","02","Pay and Allowances of Enlisted","095","Allowances","Y","Add","Y","U",2017,"Total",NA,NA,NA,522964,NA
"1584",2017,"3500F","Military Personnel, Air Force","AF","02","Pay and Allowances of Enlisted","100","Separation Pay","Y","Add","Y","U",2017,"Total",NA,NA,NA,109908,NA
"1585",2017,"3500F","Military Personnel, Air Force","AF","02","Pay and Allowances of Enlisted","105","Social Security Tax","Y","Add","Y","U",2017,"Total",NA,NA,NA,690189,NA
"1586",2017,"3500F","Military Personnel, Air Force","AF","03","Pay And Allowances Of Cadets","110","Academy Cadets","Y","Add","Y","U",2017,"Total",NA,NA,NA,72144,NA
"1587",2017,"3500F","Military Personnel, Air Force","AF","04","Subsistence of Enlisted Personnel","115","Basic Allowance for Subsistence","Y","Add","Y","U",2017,"Total",NA,NA,NA,1031035,NA
"1588",2017,"3500F","Military Personnel, Air Force","AF","04","Subsistence of Enlisted Personnel","120","Subsistence-In-Kind","Y","Add","Y","U",2017,"Total",NA,NA,NA,230243,NA
"1589",2017,"3500F","Military Personnel, Air Force","AF","04","Subsistence of Enlisted Personnel","121","Family Subsistence Supplemental Allowance","Y","Add","Y","U",2017,"Total",NA,NA,NA,8,NA
"1590",2017,"3500F","Military Personnel, Air Force","AF","05","Permanent Change of Station Travel","125","Accession Travel","Y","Add","Y","U",2017,"Total",NA,NA,NA,90791,NA
"1591",2017,"3500F","Military Personnel, Air Force","AF","05","Permanent Change of Station Travel","130","Training Travel","Y","Add","Y","U",2017,"Total",NA,NA,NA,71207,NA
"1592",2017,"3500F","Military Personnel, Air Force","AF","05","Permanent Change of Station Travel","135","Operational Travel","Y","Add","Y","U",2017,"Total",NA,NA,NA,265682,NA
"1593",2017,"3500F","Military Personnel, Air Force","AF","05","Permanent Change of Station Travel","140","Rotational Travel","Y","Add","Y","U",2017,"Total",NA,NA,NA,567998,NA
"1594",2017,"3500F","Military Personnel, Air Force","AF","05","Permanent Change of Station Travel","145","Separation Travel","Y","Add","Y","U",2017,"Total",NA,NA,NA,147938,NA
"1595",2017,"3500F","Military Personnel, Air Force","AF","05","Permanent Change of Station Travel","150","Travel of Organized Units","Y","Add","Y","U",2017,"Total",NA,NA,NA,9204,NA
"1596",2017,"3500F","Military Personnel, Air Force","AF","05","Permanent Change of Station Travel","155","Non-Temporary Storage","Y","Add","Y","U",2017,"Total",NA,NA,NA,23664,NA
"1597",2017,"3500F","Military Personnel, Air Force","AF","05","Permanent Change of Station Travel","160","Temporary Lodging Expense","Y","Add","Y","U",2017,"Total",NA,NA,NA,34701,NA
"1598",2017,"3500F","Military Personnel, Air Force","AF","06","Other Military Personnel Costs","170","Apprehension of Military Deserters","Y","Add","Y","U",2017,"Total",NA,NA,NA,16,NA
"1599",2017,"3500F","Military Personnel, Air Force","AF","06","Other Military Personnel Costs","175","Interest on Uniformed Services Savings","Y","Add","Y","U",2017,"Total",NA,NA,NA,2691,NA
"1600",2017,"3500F","Military Personnel, Air Force","AF","06","Other Military Personnel Costs","180","Death Gratuities","Y","Add","Y","U",2017,"Total",NA,NA,NA,17000,NA
"1601",2017,"3500F","Military Personnel, Air Force","AF","06","Other Military Personnel Costs","185","Unemployment Benefits","Y","Add","Y","U",2017,"Total",NA,NA,NA,79115,NA
"1602",2017,"3500F","Military Personnel, Air Force","AF","06","Other Military Personnel Costs","195","Education Benefits","Y","Add","Y","U",2017,"Total",NA,NA,NA,79,NA
"1603",2017,"3500F","Military Personnel, Air Force","AF","06","Other Military Personnel Costs","200","Adoption Expenses","Y","Add","Y","U",2017,"Total",NA,NA,NA,435,NA
"1604",2017,"3500F","Military Personnel, Air Force","AF","06","Other Military Personnel Costs","210","Transportation Subsidy","Y","Add","Y","U",2017,"Total",NA,NA,NA,4841,NA
"1605",2017,"3500F","Military Personnel, Air Force","AF","06","Other Military Personnel Costs","215","Partial Dislocation Allowance","Y","Add","Y","U",2017,"Total",NA,NA,NA,723,NA
"1606",2017,"3500F","Military Personnel, Air Force","AF","06","Other Military Personnel Costs","216","SGLI Extra Hazard Payments","Y","Add","Y","U",2017,"Total",NA,NA,NA,5642,NA
"1607",2017,"3500F","Military Personnel, Air Force","AF","06","Other Military Personnel Costs","217","Reserve Officers Training Corps (ROTC)","Y","Add","Y","U",2017,"Total",NA,NA,NA,29445,NA
"1608",2017,"3500F","Military Personnel, Air Force","AF","06","Other Military Personnel Costs","218","Junior ROTC","Y","Add","Y","U",2017,"Total",NA,NA,NA,18200,NA
"1609",2017,"3500F","Military Personnel, Air Force","AF","","Less Reimbursables","","Less Reimbursables","N","Add","N","U",2017,"Total",NA,NA,NA,-462105,NA
"1610",2017,"1007F","MEDICARE - Retiree Health Care Contribution, AF","AF","01","Health Care Contribution - Officers","300","Air Force","Y","Add","Y","U",2017,"Total",NA,NA,NA,240500,NA
"1611",2017,"1007F","MEDICARE - Retiree Health Care Contribution, AF","AF","02","Health Care Contribution - Enlisted","300","Air Force","Y","Add","Y","U",2017,"Total",NA,NA,NA,970312,NA
"1612",2017,"3700F","Reserve Personnel, Air Force","AF","01","Reserve Component Training and Support","010","Pay Group A Training  (15 Days & Drills 24/48)","Y","Add","Y","U",2017,"Total",NA,NA,NA,696068,NA
