"SourceFiscalYear","AccountDSI","AccountTitle","Organization","BudgetActivity","BudgetActivityTitle","BudgetSubActivity","BudgetSubActivityTitle","Classified","FiscalYear","OriginType","ActualTotal","EnactedTotal","EnactedType","PBtotal","PBtype"
2012,"1105N","Military Personnel, Marine Corps","NAVY","05","Permanent Change Of Station Travel","140","Rotational Travel  ","U",2012,"Total",,,,146894,
2012,"1105N","Military Personnel, Marine Corps","NAVY","05","Permanent Change Of Station Travel","145","Separation Travel ","U",2012,"Total",,,,64688,
2012,"1105N","Military Personnel, Marine Corps","NAVY","05","Permanent Change Of Station Travel","150","Travel Of Organized Units ","U",2012,"Total",,,,754,
2012,"1105N","Military Personnel, Marine Corps","NAVY","05","Permanent Change Of Station Travel","155","Non-Temporary Storage ","U",2012,"Total",,,,6442,
2012,"1105N","Military Personnel, Marine Corps","NAVY","05","Permanent Change Of Station Travel","160","Temporary Lodging Expense ","U",2012,"Total",,,,14317,
2012,"1105N","Military Personnel, Marine Corps","NAVY","05","Permanent Change Of Station Travel","165","Other ","U",2012,"Total",,,,2726,
2012,"1105N","Military Personnel, Marine Corps","NAVY","06","Other Military Personnel Costs","170","Apprehension Of Military Deserters ","U",2012,"Total",,,,1551,
2012,"1105N","Military Personnel, Marine Corps","NAVY","06","Other Military Personnel Costs","175","Interest On Uniformed Services Savings ","U",2012,"Total",,,,19,
2012,"1105N","Military Personnel, Marine Corps","NAVY","06","Other Military Personnel Costs","180","Death Gratuities ","U",2012,"Total",,,,31300,
2012,"1105N","Military Personnel, Marine Corps","NAVY","06","Other Military Personnel Costs","185","Unemployment Benefits ","U",2012,"Total",,,,92430,
2012,"1105N","Military Personnel, Marine Corps","NAVY","06","Other Military Personnel Costs","195","Education Benefits ","U",2012,"Total",,,,5002,
2012,"1105N","Military Personnel, Marine Corps","NAVY","06","Other Military Personnel Costs","200","Adoption Expenses ","U",2012,"Total",,,,152,
2012,"1105N","Military Personnel, Marine Corps","NAVY","06","Other Military Personnel Costs","210","Transportation Subsidy ","U",2012,"Total",,,,2908,
2012,"1105N","Military Personnel, Marine Corps","NAVY","06","Other Military Personnel Costs","215","Partial Dislocation Allowance ","U",2012,"Total",,,,283,
2012,"1105N","Military Personnel, Marine Corps","NAVY","06","Other Military Personnel Costs","216","SGLI Extra Hazard Payments","U",2012,"Total",,,,38372,
2012,"1105N","Military Personnel, Marine Corps","NAVY","06","Other Military Personnel Costs","218","Junior R.O.T.C","U",2012,"Total",,,,5813,
2012,"1105N","Military Personnel, Marine Corps","NAVY","06","Other Military Personnel Costs","227","Stop-Loss Retroactive Payments","U",2012,"Total",,,,0,
2012,"1105N","Military Personnel, Marine Corps","NAVY","06","Other Military Personnel Costs","228","Preventive Health Allowance Demonstration Project","U",2012,"Total",,,,1125,
2012,"1105N","Military Personnel, Marine Corps","NAVY","20","Undistributed","CR1","Adj to Match Continuing Resolution","U",2012,"Total",,,,0,
2012,"1105N","Military Personnel, Marine Corps","","","Less Reimbursables","","Less Reimbursables","U",2012,"Total",,,,-22485,
2012,"1001N","MEDICARE - Retiree Health Care Contribution ,MC","NAVY","01","Pay And Allowances Of Officers","300","Marine Corps","U",2012,"Total",,,,122056,
2012,"1001N","MEDICARE - Retiree Health Care Contribution ,MC","NAVY","02","Pay And Allowances Of Enlisted","300","Marine Corps","U",2012,"Total",,,,1003241,
2012,"1405N","Reserve Personnel, Navy","NAVY","01","Reserve Component Training And Support","10","Pay Group A Training  (15 Days & Drills 24/48)","U",2012,"Total",,,,627505,
2012,"1405N","Reserve Personnel, Navy","NAVY","01","Reserve Component Training And Support","20","Pay Group B Training  (Backfill For Active Duty)","U",2012,"Total",,,,9321,
2012,"1405N","Reserve Personnel, Navy","NAVY","01","Reserve Component Training And Support","30","Pay Group F Training  (Recruits)","U",2012,"Total",,,,50649,
2012,"1405N","Reserve Personnel, Navy","NAVY","01","Reserve Component Training And Support","60","Mobilization Training","U",2012,"Total",,,,8727,
2012,"1405N","Reserve Personnel, Navy","NAVY","01","Reserve Component Training And Support","70","School Training","U",2012,"Total",,,,56466,
2012,"1405N","Reserve Personnel, Navy","NAVY","01","Reserve Component Training And Support","80","Special Training","U",2012,"Total",,,,152118,
2012,"1405N","Reserve Personnel, Navy","NAVY","01","Reserve Component Training And Support","90","Administration And Support","U",2012,"Total",,,,1040527,
2012,"1405N","Reserve Personnel, Navy","NAVY","01","Reserve Component Training And Support","100","Education Benefits","U",2012,"Total",,,,1719,
2012,"1405N","Reserve Personnel, Navy","NAVY","01","Reserve Component Training And Support","120","Health Profession Scholarship","U",2012,"Total",,,,58132,
2012,"1405N","Reserve Personnel, Navy","NAVY","20","Undistributed","CR1","Adj to Match Continuing Resolution","U",2012,"Total",,,,0,
2012,"1002N","MEDICARE - Retiree Health Care Contribution , N RES","NAVY","01","Unit & Individual Training","300","Reserve Personnel, Navy","U",2012,"Total",,,,236497,
2012,"1108N","Reserve Personnel, Marine Corps","NAVY","01","Reserve Component Training And Support","10","Pay Group A Training  (15 Days & Drills 24/48)","U",2012,"Total",,,,209450,
2012,"1108N","Reserve Personnel, Marine Corps","NAVY","01","Reserve Component Training And Support","20","Pay Group B Training  (Backfill For Act Duty)","U",2012,"Total",,,,37538,
2012,"1108N","Reserve Personnel, Marine Corps","NAVY","01","Reserve Component Training And Support","30","Pay Group F Training  (Recruits)","U",2012,"Total",,,,116241,
2012,"1108N","Reserve Personnel, Marine Corps","NAVY","01","Reserve Component Training And Support","60","Mobilization Training","U",2012,"Total",,,,4073,
2012,"1108N","Reserve Personnel, Marine Corps","NAVY","01","Reserve Component Training And Support","70","School Training","U",2012,"Total",,,,19808,
2012,"1108N","Reserve Personnel, Marine Corps","NAVY","01","Reserve Component Training And Support","80","Special Training","U",2012,"Total",,,,43132,
2012,"1108N","Reserve Personnel, Marine Corps","NAVY","01","Reserve Component Training And Support","90","Administration And Support","U",2012,"Total",,,,227275,
2012,"1108N","Reserve Personnel, Marine Corps","NAVY","01","Reserve Component Training And Support","95","Platoon Leader Class","U",2012,"Total",,,,11859,
2012,"1108N","Reserve Personnel, Marine Corps","NAVY","01","Reserve Component Training And Support","100","Education Benefits","U",2012,"Total",,,,9257,
2012,"1108N","Reserve Personnel, Marine Corps","NAVY","20","Undistributed","CR1","Adj to Match Continuing Resolution","U",2012,"Total",,,,0,
2012,"1003N","MEDICARE - Retiree Health Care Contribution , MC RES","NAVY","01","Unit & Individual Training","300","Reserve Personnel, Marine Corps","U",2012,"Total",,,,134711,
2012,"3500F","Military Personnel, Air Force","AF","01","Pay And Allowances Of Officers","5","Basic Pay ","U",2012,"Total",,,,5045928,
2012,"3500F","Military Personnel, Air Force","AF","01","Pay And Allowances Of Officers","10","Retired Pay Accrual ","U",2012,"Total",,,,1700297,
2012,"3500F","Military Personnel, Air Force","AF","01","Pay And Allowances Of Officers","25","Basic Allowance For Housing ","U",2012,"Total",,,,1549742,
2012,"3500F","Military Personnel, Air Force","AF","01","Pay And Allowances Of Officers","30","Basic Allowance For Subsistence ","U",2012,"Total",,,,192242,
2012,"3500F","Military Personnel, Air Force","AF","01","Pay And Allowances Of Officers","35","Incentive Pays     ","U",2012,"Total",,,,230777,
2012,"3500F","Military Personnel, Air Force","AF","01","Pay And Allowances Of Officers","40","Special Pays       ","U",2012,"Total",,,,340303,
2012,"3500F","Military Personnel, Air Force","AF","01","Pay And Allowances Of Officers","45","Allowances          ","U",2012,"Total",,,,135537,
2012,"3500F","Military Personnel, Air Force","AF","01","Pay And Allowances Of Officers","50","Separation Pay      ","U",2012,"Total",,,,154367,
2012,"3500F","Military Personnel, Air Force","AF","01","Pay And Allowances Of Officers","55","Social Security Tax  ","U",2012,"Total",,,,384441,
2012,"3500F","Military Personnel, Air Force","AF","02","Pay And Allowances Of Enlisted","60","Basic Pay ","U",2012,"Total",,,,9036070,
2012,"3500F","Military Personnel, Air Force","AF","02","Pay And Allowances Of Enlisted","65","Retired Pay Accrual ","U",2012,"Total",,,,3046905,
2012,"3500F","Military Personnel, Air Force","AF","02","Pay And Allowances Of Enlisted","80","Basic Allowance For Housing ","U",2012,"Total",,,,3630646,
2012,"3500F","Military Personnel, Air Force","AF","02","Pay And Allowances Of Enlisted","85","Incentive Pays     ","U",2012,"Total",,,,42074,
2012,"3500F","Military Personnel, Air Force","AF","02","Pay And Allowances Of Enlisted","90","Special Pays       ","U",2012,"Total",,,,469720,
2012,"3500F","Military Personnel, Air Force","AF","02","Pay And Allowances Of Enlisted","95","Allowances         ","U",2012,"Total",,,,583542,
2012,"3500F","Military Personnel, Air Force","AF","02","Pay And Allowances Of Enlisted","100","Separation Pay     ","U",2012,"Total",,,,141359,
2012,"3500F","Military Personnel, Air Force","AF","02","Pay And Allowances Of Enlisted","105","Social Security Tax   ","U",2012,"Total",,,,691258,
2012,"3500F","Military Personnel, Air Force","AF","03","Pay And Allowances Of Cadets/Midshipmen","110","Academy Cadets ","U",2012,"Total",,,,74316,
2012,"3500F","Military Personnel, Air Force","AF","04","Subsistence Of Enlisted Personnel","115","Basic Allowance For Subsistence ","U",2012,"Total",,,,954505,
2012,"3500F","Military Personnel, Air Force","AF","04","Subsistence Of Enlisted Personnel","120","Subsistence-In-Kind ","U",2012,"Total",,,,248257,
2012,"3500F","Military Personnel, Air Force","AF","04","Subsistence Of Enlisted Personnel","121","Family Subsistence Supplemental Allowance ","U",2012,"Total",,,,34,
2012,"3500F","Military Personnel, Air Force","AF","05","Permanent Change Of Station Travel","125","Accession Travel ","U",2012,"Total",,,,79929,
2012,"3500F","Military Personnel, Air Force","AF","05","Permanent Change Of Station Travel","130","Training Travel ","U",2012,"Total",,,,73677,
2012,"3500F","Military Personnel, Air Force","AF","05","Permanent Change Of Station Travel","135","Operational Travel  ","U",2012,"Total",,,,324925,
2012,"3500F","Military Personnel, Air Force","AF","05","Permanent Change Of Station Travel","140","Rotational Travel  ","U",2012,"Total",,,,524244,
2012,"3500F","Military Personnel, Air Force","AF","05","Permanent Change Of Station Travel","145","Separation Travel ","U",2012,"Total",,,,157173,
2012,"3500F","Military Personnel, Air Force","AF","05","Permanent Change Of Station Travel","150","Travel Of Organized Units ","U",2012,"Total",,,,15448,
2012,"3500F","Military Personnel, Air Force","AF","05","Permanent Change Of Station Travel","155","Non-Temporary Storage ","U",2012,"Total",,,,39968,
2012,"3500F","Military Personnel, Air Force","AF","05","Permanent Change Of Station Travel","160","Temporary Lodging Expense ","U",2012,"Total",,,,29707,
2012,"3500F","Military Personnel, Air Force","AF","06","Other Military Personnel Costs","170","Apprehension Of Military Deserters ","U",2012,"Total",,,,134,
2012,"3500F","Military Personnel, Air Force","AF","06","Other Military Personnel Costs","175","Interest On Uniformed Services Savings ","U",2012,"Total",,,,3234,
2012,"3500F","Military Personnel, Air Force","AF","06","Other Military Personnel Costs","180","Death Gratuities ","U",2012,"Total",,,,18000,
2012,"3500F","Military Personnel, Air Force","AF","06","Other Military Personnel Costs","185","Unemployment Benefits ","U",2012,"Total",,,,82075,
2012,"3500F","Military Personnel, Air Force","AF","06","Other Military Personnel Costs","190","Survivor Benefits ","U",2012,"Total",,,,1574,
2012,"3500F","Military Personnel, Air Force","AF","06","Other Military Personnel Costs","195","Education Benefits ","U",2012,"Total",,,,403,
2012,"3500F","Military Personnel, Air Force","AF","06","Other Military Personnel Costs","200","Adoption Expenses ","U",2012,"Total",,,,520,
2012,"3500F","Military Personnel, Air Force","AF","06","Other Military Personnel Costs","210","Transportation Subsidy ","U",2012,"Total",,,,7520,
2012,"3500F","Military Personnel, Air Force","AF","06","Other Military Personnel Costs","215","Partial Dislocation Allowance ","U",2012,"Total",,,,2008,
2012,"3500F","Military Personnel, Air Force","AF","06","Other Military Personnel Costs","216","SGLI Extra Hazard Payments","U",2012,"Total",,,,64577,
2012,"3500F","Military Personnel, Air Force","AF","06","Other Military Personnel Costs","217","Reserve Officers Training Corps (ROTC)","U",2012,"Total",,,,40081,
2012,"3500F","Military Personnel, Air Force","AF","06","Other Military Personnel Costs","218","Junior ROTC","U",2012,"Total",,,,16933,
2012,"3500F","Military Personnel, Air Force","AF","06","Other Military Personnel Costs","221","Retroactive Stop Loss Payments","U",2012,"Total",,,,0,
2012,"3500F","Military Personnel, Air Force","AF","06","Other Military Personnel Costs","228","Preventive Health Allowance Demonstration Project","U",2012,"Total",,,,1125,
2012,"3500F","Military Personnel, Air Force","AF","20","Undistributed","CR1","Adj to Match Continuing Resolution","U",2012,"Total",,,,0,
2012,"3500F","Military Personnel, Air Force","","","Less Reimbursables","","Less Reimbursables","U",2012,"Total",,,,-394790,
2012,"1007F","MEDICARE - Retiree Health Care Contribution , AF","AF","01","Pay And Allowances Of Officers","300","Air Force","U",2012,"Total",,,,363216,
2012,"1007F","MEDICARE - Retiree Health Care Contribution , AF","AF","02","Pay And Allowances Of Enlisted","300","Air Force","U",2012,"Total",,,,1474373,
2012,"1007F","MEDICARE - Retiree Health Care Contribution , AF","AF","20","Undistributed","CR1","Adj to Match Continuing Resolution","U",2012,"Total",,,,0,
2012,"3700F","Reserve Personnel, Air Force","AF","01","Reserve Component Training And Support","10","Pay Group A Training  (15 Days & Drills 24/48)","U",2012,"Total",,,,681477,
2012,"3700F","Reserve Personnel, Air Force","AF","01","Reserve Component Training And Support","20","Pay Group B Training  (Backfill For Act Duty)","U",2012,"Total",,,,105605,
2012,"3700F","Reserve Personnel, Air Force","AF","01","Reserve Component Training And Support","30","Pay Group F Training  (Recruits)","U",2012,"Total",,,,68658,
2012,"3700F","Reserve Personnel, Air Force","AF","01","Reserve Component Training And Support","40","Pay Group P Training  (Pipeline Recruits)","U",2012,"Total",,,,64,
2012,"3700F","Reserve Personnel, Air Force","AF","01","Reserve Component Training And Support","60","Mobilization Training","U",2012,"Total",,,,555,
2012,"3700F","Reserve Personnel, Air Force","AF","01","Reserve Component Training And Support","70","School Training","U",2012,"Total",,,,140801,
2012,"3700F","Reserve Personnel, Air Force","AF","01","Reserve Component Training And Support","80","Special Training","U",2012,"Total",,,,323710,
2012,"3700F","Reserve Personnel, Air Force","AF","01","Reserve Component Training And Support","90","Administration And Support","U",2012,"Total",,,,362893,
2012,"3700F","Reserve Personnel, Air Force","AF","01","Reserve Component Training And Support","100","Education Benefits","U",2012,"Total",,,,16244,
2012,"3700F","Reserve Personnel, Air Force","AF","01","Reserve Component Training And Support","120","Health Profession Scholarship","U",2012,"Total",,,,51743,
2012,"3700F","Reserve Personnel, Air Force","AF","01","Reserve Component Training And Support","130","Other Programs (Admin & Support)","U",2012,"Total",,,,4888,
2012,"3700F","Reserve Personnel, Air Force","AF","20","Undistributed","CR1","Adj to Match Continuing Resolution","U",2012,"Total",,,,0,
