"","SourceFiscalYear","AccountDSI","AccountTitle","Organization","BudgetActivity","BudgetActivityTitle","BudgetSubActivity","BudgetSubActivityTitle","Classified","FiscalYear","OriginType","ActualTotal","EnactedTotal","PBtotal","PBtype"
"1058",2017,"1105N","Military Personnel, Marine Corps","NAVY","02","Pay And Allowances Of Enlisted","90","Special Pays       ","U",2011,"Total",NA,NA,384049,NA
"1059",2017,"1105N","Military Personnel, Marine Corps","NAVY","02","Pay And Allowances Of Enlisted","95","Allowances         ","U",2011,"Total",NA,NA,318491,NA
"1060",2017,"1105N","Military Personnel, Marine Corps","NAVY","02","Pay And Allowances Of Enlisted","100","Separation Pay     ","U",2011,"Total",NA,NA,68118,NA
"1061",2017,"1105N","Military Personnel, Marine Corps","NAVY","02","Pay And Allowances Of Enlisted","105","Social Security Tax   ","U",2011,"Total",NA,NA,385846,NA
"1062",2017,"1105N","Military Personnel, Marine Corps","NAVY","04","Subsistence Of Enlisted Personnel","115","Basic Allowance For Subsistence ","U",2011,"Total",NA,NA,511209,NA
"1063",2017,"1105N","Military Personnel, Marine Corps","NAVY","04","Subsistence Of Enlisted Personnel","120","Subsistence-In-Kind ","U",2011,"Total",NA,NA,324565,NA
"1064",2017,"1105N","Military Personnel, Marine Corps","NAVY","04","Subsistence Of Enlisted Personnel","121","Family Subsistence Supplemental Allowance ","U",2011,"Total",NA,NA,750,NA
"1065",2017,"1105N","Military Personnel, Marine Corps","NAVY","05","Permanent Change Of Station Travel","125","Accession Travel ","U",2011,"Total",NA,NA,82648,NA
"1066",2017,"1105N","Military Personnel, Marine Corps","NAVY","05","Permanent Change Of Station Travel","130","Training Travel ","U",2011,"Total",NA,NA,10079,NA
"1067",2017,"1105N","Military Personnel, Marine Corps","NAVY","05","Permanent Change Of Station Travel","135","Operational Travel  ","U",2011,"Total",NA,NA,239442,NA
"1068",2017,"1105N","Military Personnel, Marine Corps","NAVY","05","Permanent Change Of Station Travel","140","Rotational Travel  ","U",2011,"Total",NA,NA,115330,NA
"1069",2017,"1105N","Military Personnel, Marine Corps","NAVY","05","Permanent Change Of Station Travel","145","Separation Travel ","U",2011,"Total",NA,NA,55528,NA
"1070",2017,"1105N","Military Personnel, Marine Corps","NAVY","05","Permanent Change Of Station Travel","150","Travel Of Organized Units ","U",2011,"Total",NA,NA,742,NA
"1071",2017,"1105N","Military Personnel, Marine Corps","NAVY","05","Permanent Change Of Station Travel","155","Non-Temporary Storage ","U",2011,"Total",NA,NA,6305,NA
"1072",2017,"1105N","Military Personnel, Marine Corps","NAVY","05","Permanent Change Of Station Travel","160","Temporary Lodging Expense ","U",2011,"Total",NA,NA,13818,NA
"1073",2017,"1105N","Military Personnel, Marine Corps","NAVY","05","Permanent Change Of Station Travel","165","Other ","U",2011,"Total",NA,NA,2683,NA
"1074",2017,"1105N","Military Personnel, Marine Corps","NAVY","06","Other Military Personnel Costs","170","Apprehension Of Military Deserters ","U",2011,"Total",NA,NA,1823,NA
"1075",2017,"1105N","Military Personnel, Marine Corps","NAVY","06","Other Military Personnel Costs","175","Interest On Uniformed Services Savings ","U",2011,"Total",NA,NA,19,NA
"1076",2017,"1105N","Military Personnel, Marine Corps","NAVY","06","Other Military Personnel Costs","180","Death Gratuities ","U",2011,"Total",NA,NA,44200,NA
"1077",2017,"1105N","Military Personnel, Marine Corps","NAVY","06","Other Military Personnel Costs","185","Unemployment Benefits ","U",2011,"Total",NA,NA,89301,NA
"1078",2017,"1105N","Military Personnel, Marine Corps","NAVY","06","Other Military Personnel Costs","195","Education Benefits ","U",2011,"Total",NA,NA,4249,NA
"1079",2017,"1105N","Military Personnel, Marine Corps","NAVY","06","Other Military Personnel Costs","200","Adoption Expenses ","U",2011,"Total",NA,NA,159,NA
"1080",2017,"1105N","Military Personnel, Marine Corps","NAVY","06","Other Military Personnel Costs","210","Transportation Subsidy ","U",2011,"Total",NA,NA,2853,NA
"1081",2017,"1105N","Military Personnel, Marine Corps","NAVY","06","Other Military Personnel Costs","215","Partial Dislocation Allowance ","U",2011,"Total",NA,NA,278,NA
"1082",2017,"1105N","Military Personnel, Marine Corps","NAVY","06","Other Military Personnel Costs","216","SGLI Extra Hazard Payments","U",2011,"Total",NA,NA,48345,NA
"1083",2017,"1105N","Military Personnel, Marine Corps","NAVY","06","Other Military Personnel Costs","218","Junior R.O.T.C","U",2011,"Total",NA,NA,5573,NA
"1084",2017,"1105N","Military Personnel, Marine Corps","","","Less Reimbursables","","Less Reimbursables","U",2011,"Total",NA,NA,-20160,NA
"1085",2017,"1001N","MEDICARE - Retiree Health Care Contribution ,MC","NAVY","01","Pay And Allowances Of Officers","300","Marine Corps","U",2011,"Total",NA,NA,119836,NA
"1086",2017,"1001N","MEDICARE - Retiree Health Care Contribution ,MC","NAVY","02","Pay And Allowances Of Enlisted","300","Marine Corps","U",2011,"Total",NA,NA,1022485,NA
"1087",2017,"1405N","Reserve Personnel, Navy","NAVY","01","Unit And Individual Training","10","Pay Group A Training  (15 Days & Drills 24/48)","U",2011,"Total",NA,NA,626657,NA
"1088",2017,"1405N","Reserve Personnel, Navy","NAVY","01","Unit And Individual Training","20","Pay Group B Training  (Backfill For Active Duty)","U",2011,"Total",NA,NA,9070,NA
"1089",2017,"1405N","Reserve Personnel, Navy","NAVY","01","Unit And Individual Training","30","Pay Group F Training  (Recruits)","U",2011,"Total",NA,NA,45603,NA
"1090",2017,"1405N","Reserve Personnel, Navy","NAVY","01","Unit And Individual Training","60","Mobilization Training","U",2011,"Total",NA,NA,8434,NA
"1091",2017,"1405N","Reserve Personnel, Navy","NAVY","01","Unit And Individual Training","70","School Training","U",2011,"Total",NA,NA,52949,NA
"1092",2017,"1405N","Reserve Personnel, Navy","NAVY","01","Unit And Individual Training","80","Special Training","U",2011,"Total",NA,NA,128330,NA
"1093",2017,"1405N","Reserve Personnel, Navy","NAVY","01","Unit And Individual Training","90","Administration And Support","U",2011,"Total",NA,NA,1064338,NA
"1094",2017,"1405N","Reserve Personnel, Navy","NAVY","01","Unit And Individual Training","100","Education Benefits","U",2011,"Total",NA,NA,3780,NA
"1095",2017,"1405N","Reserve Personnel, Navy","NAVY","01","Unit And Individual Training","120","Health Profession Scholarship","U",2011,"Total",NA,NA,53942,NA
"1096",2017,"1002N","MEDICARE - Retiree Health Care Contribution , N RES","NAVY","01","Unit & Individual Training","300","Reserve Personnel, Navy","U",2011,"Total",NA,NA,241584,NA
"1097",2017,"1108N","Reserve Personnel, Marine Corps","NAVY","01","Unit & Individual Training","10","Pay Group A Training  (15 Days & Drills 24/48)","U",2011,"Total",NA,NA,196974,NA
"1098",2017,"1108N","Reserve Personnel, Marine Corps","NAVY","01","Unit & Individual Training","20","Pay Group B Training  (Backfill For Act Duty)","U",2011,"Total",NA,NA,36116,NA
"1099",2017,"1108N","Reserve Personnel, Marine Corps","NAVY","01","Unit & Individual Training","30","Pay Group F Training  (Recruits)","U",2011,"Total",NA,NA,96138,NA
"1100",2017,"1108N","Reserve Personnel, Marine Corps","NAVY","01","Unit & Individual Training","60","Mobilization Training","U",2011,"Total",NA,NA,3724,NA
"1101",2017,"1108N","Reserve Personnel, Marine Corps","NAVY","01","Unit & Individual Training","70","School Training","U",2011,"Total",NA,NA,22277,NA
"1102",2017,"1108N","Reserve Personnel, Marine Corps","NAVY","01","Unit & Individual Training","80","Special Training","U",2011,"Total",NA,NA,52485,NA
"1103",2017,"1108N","Reserve Personnel, Marine Corps","NAVY","01","Unit & Individual Training","90","Administration And Support","U",2011,"Total",NA,NA,216910,NA
"1104",2017,"1108N","Reserve Personnel, Marine Corps","NAVY","01","Unit & Individual Training","95","Platoon Leader Class","U",2011,"Total",NA,NA,12256,NA
"1105",2017,"1108N","Reserve Personnel, Marine Corps","NAVY","01","Unit & Individual Training","100","Education Benefits","U",2011,"Total",NA,NA,11198,NA
"1106",2017,"1003N","MEDICARE - Retiree Health Care Contribution , MC RES","NAVY","01","Unit & Individual Training","300","Reserve Personnel, Marine Corps","U",2011,"Total",NA,NA,132115,NA
"1107",2017,"3500F","Military Personnel, Air Force","AF","01","Pay And Allowances Of Officers","5","Basic Pay ","U",2011,"Total",NA,NA,4875927,NA
"1108",2017,"3500F","Military Personnel, Air Force","AF","01","Pay And Allowances Of Officers","10","Retired Pay Accrual ","U",2011,"Total",NA,NA,1568597,NA
"1109",2017,"3500F","Military Personnel, Air Force","AF","01","Pay And Allowances Of Officers","25","Basic Allowance For Housing ","U",2011,"Total",NA,NA,1406292,NA
"1110",2017,"3500F","Military Personnel, Air Force","AF","01","Pay And Allowances Of Officers","30","Basic Allowance For Subsistence ","U",2011,"Total",NA,NA,189573,NA
"1111",2017,"3500F","Military Personnel, Air Force","AF","01","Pay And Allowances Of Officers","35","Incentive Pays     ","U",2011,"Total",NA,NA,239121,NA
"1112",2017,"3500F","Military Personnel, Air Force","AF","01","Pay And Allowances Of Officers","40","Special Pays       ","U",2011,"Total",NA,NA,336255,NA
"1113",2017,"3500F","Military Personnel, Air Force","AF","01","Pay And Allowances Of Officers","45","Allowances          ","U",2011,"Total",NA,NA,133917,NA
"1114",2017,"3500F","Military Personnel, Air Force","AF","01","Pay And Allowances Of Officers","50","Separation Pay      ","U",2011,"Total",NA,NA,64974,NA
"1115",2017,"3500F","Military Personnel, Air Force","AF","01","Pay And Allowances Of Officers","55","Social Security Tax  ","U",2011,"Total",NA,NA,370119,NA
"1116",2017,"3500F","Military Personnel, Air Force","AF","02","Pay And Allowances Of Enlisted","60","Basic Pay ","U",2011,"Total",NA,NA,9012979,NA
"1117",2017,"3500F","Military Personnel, Air Force","AF","02","Pay And Allowances Of Enlisted","65","Retired Pay Accrual ","U",2011,"Total",NA,NA,2896789,NA
"1118",2017,"3500F","Military Personnel, Air Force","AF","02","Pay And Allowances Of Enlisted","80","Basic Allowance For Housing ","U",2011,"Total",NA,NA,3216449,NA
"1119",2017,"3500F","Military Personnel, Air Force","AF","02","Pay And Allowances Of Enlisted","85","Incentive Pays     ","U",2011,"Total",NA,NA,36980,NA
"1120",2017,"3500F","Military Personnel, Air Force","AF","02","Pay And Allowances Of Enlisted","90","Special Pays       ","U",2011,"Total",NA,NA,446067,NA
"1121",2017,"3500F","Military Personnel, Air Force","AF","02","Pay And Allowances Of Enlisted","95","Allowances         ","U",2011,"Total",NA,NA,587111,NA
"1122",2017,"3500F","Military Personnel, Air Force","AF","02","Pay And Allowances Of Enlisted","100","Separation Pay     ","U",2011,"Total",NA,NA,124411,NA
"1123",2017,"3500F","Military Personnel, Air Force","AF","02","Pay And Allowances Of Enlisted","105","Social Security Tax   ","U",2011,"Total",NA,NA,689494,NA
"1124",2017,"3500F","Military Personnel, Air Force","AF","03","Pay And Allowances Of Cadets/Midshipmen","110","Academy Cadets ","U",2011,"Total",NA,NA,75383,NA
"1125",2017,"3500F","Military Personnel, Air Force","AF","04","Subsistence Of Enlisted Personnel","115","Basic Allowance For Subsistence ","U",2011,"Total",NA,NA,911145,NA
"1126",2017,"3500F","Military Personnel, Air Force","AF","04","Subsistence Of Enlisted Personnel","120","Subsistence-In-Kind ","U",2011,"Total",NA,NA,231729,NA
"1127",2017,"3500F","Military Personnel, Air Force","AF","04","Subsistence Of Enlisted Personnel","121","Family Subsistence Supplemental Allowance ","U",2011,"Total",NA,NA,37,NA
"1128",2017,"3500F","Military Personnel, Air Force","AF","05","Permanent Change Of Station Travel","125","Accession Travel ","U",2011,"Total",NA,NA,87377,NA
"1129",2017,"3500F","Military Personnel, Air Force","AF","05","Permanent Change Of Station Travel","130","Training Travel ","U",2011,"Total",NA,NA,72521,NA
"1130",2017,"3500F","Military Personnel, Air Force","AF","05","Permanent Change Of Station Travel","135","Operational Travel  ","U",2011,"Total",NA,NA,302561,NA
"1131",2017,"3500F","Military Personnel, Air Force","AF","05","Permanent Change Of Station Travel","140","Rotational Travel  ","U",2011,"Total",NA,NA,505198,NA
"1132",2017,"3500F","Military Personnel, Air Force","AF","05","Permanent Change Of Station Travel","145","Separation Travel ","U",2011,"Total",NA,NA,176549,NA
"1133",2017,"3500F","Military Personnel, Air Force","AF","05","Permanent Change Of Station Travel","150","Travel Of Organized Units ","U",2011,"Total",NA,NA,23561,NA
"1134",2017,"3500F","Military Personnel, Air Force","AF","05","Permanent Change Of Station Travel","155","Non-Temporary Storage ","U",2011,"Total",NA,NA,40772,NA
"1135",2017,"3500F","Military Personnel, Air Force","AF","05","Permanent Change Of Station Travel","160","Temporary Lodging Expense ","U",2011,"Total",NA,NA,28936,NA
"1136",2017,"3500F","Military Personnel, Air Force","AF","06","Other Military Personnel Costs","170","Apprehension Of Military Deserters ","U",2011,"Total",NA,NA,131,NA
"1137",2017,"3500F","Military Personnel, Air Force","AF","06","Other Military Personnel Costs","175","Interest On Uniformed Services Savings ","U",2011,"Total",NA,NA,2179,NA
"1138",2017,"3500F","Military Personnel, Air Force","AF","06","Other Military Personnel Costs","180","Death Gratuities ","U",2011,"Total",NA,NA,21900,NA
"1139",2017,"3500F","Military Personnel, Air Force","AF","06","Other Military Personnel Costs","185","Unemployment Benefits ","U",2011,"Total",NA,NA,77121,NA
"1140",2017,"3500F","Military Personnel, Air Force","AF","06","Other Military Personnel Costs","190","Survivor Benefits ","U",2011,"Total",NA,NA,1760,NA
"1141",2017,"3500F","Military Personnel, Air Force","AF","06","Other Military Personnel Costs","195","Education Benefits ","U",2011,"Total",NA,NA,484,NA
"1142",2017,"3500F","Military Personnel, Air Force","AF","06","Other Military Personnel Costs","200","Adoption Expenses ","U",2011,"Total",NA,NA,395,NA
"1143",2017,"3500F","Military Personnel, Air Force","AF","06","Other Military Personnel Costs","210","Transportation Subsidy ","U",2011,"Total",NA,NA,6903,NA
"1144",2017,"3500F","Military Personnel, Air Force","AF","06","Other Military Personnel Costs","215","Partial Dislocation Allowance ","U",2011,"Total",NA,NA,1578,NA
"1145",2017,"3500F","Military Personnel, Air Force","AF","06","Other Military Personnel Costs","216","SGLI Extra Hazard Payments","U",2011,"Total",NA,NA,67057,NA
"1146",2017,"3500F","Military Personnel, Air Force","AF","06","Other Military Personnel Costs","217","Reserve Officers Training Corps (ROTC)","U",2011,"Total",NA,NA,45571,NA
"1147",2017,"3500F","Military Personnel, Air Force","AF","06","Other Military Personnel Costs","218","Junior ROTC","U",2011,"Total",NA,NA,16185,NA
"1148",2017,"3500F","Military Personnel, Air Force","","","Less Reimbursables","","Less Reimbursables","U",2011,"Total",NA,NA,-363946,NA
"1149",2017,"1007F","MEDICARE - Retiree Health Care Contribution , AF","AF","01","Pay And Allowances Of Officers","300","Air Force","U",2011,"Total",NA,NA,359828,NA
"1150",2017,"1007F","MEDICARE - Retiree Health Care Contribution , AF","AF","02","Pay And Allowances Of Enlisted","300","Air Force","U",2011,"Total",NA,NA,1495219,NA
"1151",2017,"3700F","Reserve Personnel, Air Force","AF","01","Unit And Individual Training","10","Pay Group A Training  (15 Days & Drills 24/48)","U",2011,"Total",NA,NA,670341,NA
"1152",2017,"3700F","Reserve Personnel, Air Force","AF","01","Unit And Individual Training","20","Pay Group B Training  (Backfill For Act Duty)","U",2011,"Total",NA,NA,101951,NA
"1153",2017,"3700F","Reserve Personnel, Air Force","AF","01","Unit And Individual Training","30","Pay Group F Training  (Recruits)","U",2011,"Total",NA,NA,54850,NA
"1154",2017,"3700F","Reserve Personnel, Air Force","AF","01","Unit And Individual Training","40","Pay Group P Training  (Pipeline Recruits)","U",2011,"Total",NA,NA,50,NA
"1155",2017,"3700F","Reserve Personnel, Air Force","AF","01","Unit And Individual Training","60","Mobilization Training","U",2011,"Total",NA,NA,447,NA
"1156",2017,"3700F","Reserve Personnel, Air Force","AF","01","Unit And Individual Training","70","School Training","U",2011,"Total",NA,NA,163272,NA
"1157",2017,"3700F","Reserve Personnel, Air Force","AF","01","Unit And Individual Training","80","Special Training","U",2011,"Total",NA,NA,270235,NA
"1158",2017,"3700F","Reserve Personnel, Air Force","AF","01","Unit And Individual Training","90","Administration And Support","U",2011,"Total",NA,NA,378772,NA
"1159",2017,"3700F","Reserve Personnel, Air Force","AF","01","Unit And Individual Training","100","Education Benefits","U",2011,"Total",NA,NA,18295,NA
"1160",2017,"3700F","Reserve Personnel, Air Force","AF","01","Unit And Individual Training","120","Health Profession Scholarship","U",2011,"Total",NA,NA,51331,NA
"1161",2017,"3700F","Reserve Personnel, Air Force","AF","01","Unit And Individual Training","130","Other Programs (Admin & Support)","U",2011,"Total",NA,NA,4255,NA
"1162",2017,"1008F","MEDICARE - Retiree Health Care Contribution , AF RES","AF","01","Unit & Individual Training","300","Reserve Personnel, Air Force","U",2011,"Total",NA,NA,240074,NA
